StationCode,longitude,latitude,geometry
404M07357,-118.59437,34.07936,"c(-118.59437, 34.07936)"
404M07358,-118.41043,33.98675,"c(-118.41043, 33.98675)"
404M07360,-118.75848,34.15459,"c(-118.75848, 34.15459)"
404M07361,-118.62119,34.10164,"c(-118.62119, 34.10164)"
404M07362,-118.38703,33.8009,"c(-118.38703, 33.8009)"
404R4S001,-118.81069,34.16329,"c(-118.81069, 34.16329)"
404R4S009,-118.76169,34.17601,"c(-118.76169, 34.17601)"
404R4S015,-118.75224,34.14255,"c(-118.75224, 34.14255)"
404R4S056,-118.63873,34.04587,"c(-118.63873, 34.04587)"
404R4S070,-118.89747,34.042,"c(-118.89747, 34.042)"
404R4S089,-118.41426,33.98426,"c(-118.41426, 33.98426)"
404S00808,-118.77907,34.11411,"c(-118.77907, 34.11411)"
404S01128,-118.71271,34.1039,"c(-118.71271, 34.1039)"
404S02920,-118.767,34.17748,"c(-118.767, 34.17748)"
404S03048,-118.79089,34.18426,"c(-118.79089, 34.18426)"
404S05992,-118.7588,34.15698,"c(-118.7588, 34.15698)"
404S06456,-118.58685,34.06463,"c(-118.58685, 34.06463)"
404S08040,-118.75527,34.14358,"c(-118.75527, 34.14358)"
404S08616,-118.7924,34.12188,"c(-118.7924, 34.12188)"
404S08846,-118.58176,34.05442,"c(-118.58176, 34.05442)"
404S11406,-118.69,34.04939,"c(-118.69, 34.04939)"
404S13160,-118.75973,34.1578,"c(-118.75973, 34.1578)"
404S13416,-118.71594,34.09875,"c(-118.71594, 34.09875)"
404S16168,-118.70704,34.06765,"c(-118.70704, 34.06765)"
404S16516,-118.75648,34.12998,"c(-118.75648, 34.12998)"
404S17016,-118.78057,34.1183,"c(-118.78057, 34.1183)"
404S17266,-118.7118,34.10741,"c(-118.7118, 34.10741)"
404S17664,-118.6976,34.14994,"c(-118.6976, 34.14994)"
404S18250,-118.82051,34.13222,"c(-118.82051, 34.13222)"
404S22464,-118.70685,34.12676,"c(-118.70685, 34.12676)"
404S23297,-118.58103,34.05006,"c(-118.58103, 34.05006)"
404S24066,-118.70077,34.16321,"c(-118.70077, 34.16321)"
404S25298,-118.68732,34.04553,"c(-118.68732, 34.04553)"
404S25668,-118.70914,34.12139,"c(-118.70914, 34.12139)"
404S26670,-118.76205,34.16385,"c(-118.76205, 34.16385)"
404S26868,-118.71737,34.09675,"c(-118.71737, 34.09675)"
404S27470,-118.76389,34.17445,"c(-118.76389, 34.17445)"
404S28068,-118.70366,34.13936,"c(-118.70366, 34.13936)"
404S28270,-118.75725,34.13663,"c(-118.75725, 34.13663)"
404S31468,-118.76171,34.16874,"c(-118.76171, 34.16874)"
404S32468,-118.72304,34.0999,"c(-118.72304, 34.0999)"
404S33670,-118.70012,34.15824,"c(-118.70012, 34.15824)"
404S34120,-118.78918,34.16558,"c(-118.78918, 34.16558)"
404S34230,-118.58678,34.06909,"c(-118.58678, 34.06909)"
404S35270,-118.70656,34.13325,"c(-118.70656, 34.13325)"
404S35418,-118.70857,34.08262,"c(-118.70857, 34.08262)"
404S37670,-118.70117,34.14074,"c(-118.70117, 34.14074)"
404S44210,-118.75779,34.14301,"c(-118.75779, 34.14301)"
404S44532,-118.79617,34.12682,"c(-118.79617, 34.12682)"
404S44642,-118.70306,34.16873,"c(-118.70306, 34.16873)"
404S45622,-118.58534,34.06149,"c(-118.58534, 34.06149)"
404S45745,-118.9339,34.05902,"c(-118.9339, 34.05902)"
404S48200,-118.92395,34.07772,"c(-118.92395, 34.07772)"
404SMB001,-118.93269,34.06464,"c(-118.93269, 34.06464)"
404SMB004,-118.91352,34.04516,"c(-118.91352, 34.04516)"
404SMB010,-118.86875,34.03934,"c(-118.86875, 34.03934)"
404SMB011,-118.84541,34.04347,"c(-118.84541, 34.04347)"
404SMB017,-118.77733,34.05513,"c(-118.77733, 34.05513)"
404SMB021,-118.75234,34.03849,"c(-118.75234, 34.03849)"
404SMB024,-118.73423,34.03362,"c(-118.73423, 34.03362)"
404SMB035,-118.63697,34.03748,"c(-118.63697, 34.03748)"
404SMB038,-118.59718,34.04102,"c(-118.59718, 34.04102)"
404SMB041,-118.58955,34.0396,"c(-118.58955, 34.0396)"
404SMB043,-118.58679,34.06499,"c(-118.58679, 34.06499)"
404SMB075,-118.6019,34.09488,"c(-118.6019, 34.09488)"
404SMB21A,-118.7532,34.04975,"c(-118.7532, 34.04975)"
404SMB41A,-118.58881,34.04494,"c(-118.58881, 34.04494)"
404VCBSCL,-119.0153,34.07194,"c(-119.0153, 34.07194)"
404VCLSCU,-118.96317,34.06514,"c(-118.96317, 34.06514)"
405BRCASG,-117.88449,34.24092,"c(-117.88449, 34.24092)"
405BRCSGR,-117.88372,34.25031,"c(-117.88372, 34.25031)"
405M10596,-118.12821,33.81024,"c(-118.12821, 33.81024)"
405M10598,-117.77146,34.06991,"c(-117.77146, 34.06991)"
405M10599,-118.04896,33.95045,"c(-118.04896, 33.95045)"
405M10600,-118.10127,33.85293,"c(-118.10127, 33.85293)"
405PS0011,-117.89743,33.88054,"c(-117.89743, 33.88054)"
405SGB003,-117.88508,34.28157,"c(-117.88508, 34.28157)"
405SGB004,-117.92943,33.98064,"c(-117.92943, 33.98064)"
405SGB006,-117.82139,34.25553,"c(-117.82139, 34.25553)"
405SGB010,-117.86114,34.19498,"c(-117.86114, 34.19498)"
405SGB011,-118.09157,33.8211,"c(-118.09157, 33.8211)"
405SGB015,-118.11163,33.85783,"c(-118.11163, 33.85783)"
405SGB018,-117.78842,34.14062,"c(-117.78842, 34.14062)"
405SGB022,-117.83738,34.15019,"c(-117.83738, 34.15019)"
405SGB025,-117.729,34.12757,"c(-117.729, 34.12757)"
405SGB027,-118.09022,33.79958,"c(-118.09022, 33.79958)"
405SGB034,-117.76111,34.22498,"c(-117.76111, 34.22498)"
405SGB036,-117.9822,33.95935,"c(-117.9822, 33.95935)"
405SGB041,-117.7725,34.12332,"c(-117.7725, 34.12332)"
405SGBNFK,-117.8655,34.2482,"c(-117.8655, 34.2482)"
405SGBWFK,-117.89,34.2406,"c(-117.89, 34.2406)"
405SGRAAG,-117.74751,34.26448,"c(-117.74751, 34.26448)"
405SMB048,-118.5111,34.05101,"c(-118.5111, 34.05101)"
405SMB059,-118.39075,33.80169,"c(-118.39075, 33.80169)"
405SMB060,-118.39655,33.80299,"c(-118.39655, 33.80299)"
407CE0668,-119.21909,34.28231,"c(-119.21909, 34.28231)"
407M01516,-119.25498,34.25539,"c(-119.25498, 34.25539)"
408ACCR3x,-118.93194,34.22722,"c(-118.93194, 34.22722)"
408CAL003,-119.11837,34.14722,"c(-119.11837, 34.14722)"
408CAL006,-119.06255,34.16443,"c(-119.06255, 34.16443)"
408CGCS02,-118.81739,34.28342,"c(-118.81739, 34.28342)"
408CGCS04,-118.92406,34.27161,"c(-118.92406, 34.27161)"
408CGCS06,-119.04053,34.17978,"c(-119.04053, 34.17978)"
408CGCS12,-119.00464,34.19114,"c(-119.00464, 34.19114)"
408CGCS13,-119.09272,34.16781,"c(-119.09272, 34.16781)"
408M03005,-118.74203,34.27001,"c(-118.74203, 34.27001)"
408M03015,-118.88115,34.20947,"c(-118.88115, 34.20947)"
408M03019,-118.94037,34.26742,"c(-118.94037, 34.26742)"
408M03020,-119.05726,34.16846,"c(-119.05726, 34.16846)"
408M03027,-118.92975,34.22489,"c(-118.92975, 34.22489)"
408M03036,-119.07852,34.17991,"c(-119.07852, 34.17991)"
408M03038,-118.88512,34.27491,"c(-118.88512, 34.27491)"
408M03047,-119.0517,34.17338,"c(-119.0517, 34.17338)"
408M03052,-119.1039,34.18063,"c(-119.1039, 34.18063)"
408WE1039,-119.087,34.14743,"c(-119.087, 34.14743)"
412LAR003,-118.30268,34.20105,"c(-118.30268, 34.20105)"
412LAR004,-118.60806,34.26825,"c(-118.60806, 34.26825)"
412LAR007,-118.18055,33.99431,"c(-118.18055, 33.99431)"
412LAR008,-118.55704,34.26316,"c(-118.55704, 34.26316)"
412LAR009,-118.31987,34.2273,"c(-118.31987, 34.2273)"
412LAR013,-118.24705,34.29719,"c(-118.24705, 34.29719)"
412LAR015,-118.02886,34.09369,"c(-118.02886, 34.09369)"
412LAR018,-118.22177,34.24375,"c(-118.22177, 34.24375)"
412LAR019,-118.3035,34.15691,"c(-118.3035, 34.15691)"
412LAR020,-118.59616,34.25773,"c(-118.59616, 34.25773)"
412LAR023,-118.19653,33.86185,"c(-118.19653, 33.86185)"
412LAR024,-118.5428,34.24862,"c(-118.5428, 34.24862)"
412LAR025,-118.29597,34.25182,"c(-118.29597, 34.25182)"
412LAR031,-118.10604,33.99525,"c(-118.10604, 33.99525)"
412LARBBK,-118.3042,34.1599,"c(-118.3042, 34.1599)"
412LARCMP,-118.2096,33.8473,"c(-118.2096, 33.8473)"
412LARRHO,-118.1707,33.9377,"c(-118.1707, 33.9377)"
412LARSCO,-118.2215,34.0827,"c(-118.2215, 34.0827)"
412LARTJA,-118.3907,34.1501,"c(-118.3907, 34.1501)"
412M08597,-118.43907,34.15524,"c(-118.43907, 34.15524)"
412M08599,-118.24338,34.10602,"c(-118.24338, 34.10602)"
412M08602,-118.16996,33.97131,"c(-118.16996, 33.97131)"
412M08608,-118.49768,34.18543,"c(-118.49768, 34.18543)"
412M08610,-118.01825,34.20112,"c(-118.01825, 34.20112)"
412M08616,-118.61028,34.18855,"c(-118.61028, 34.18855)"
412M08622,-118.10274,34.19378,"c(-118.10274, 34.19378)"
412M08627,-118.19655,33.86326,"c(-118.19655, 33.86326)"
412M08630,-118.08902,34.05961,"c(-118.08902, 34.05961)"
412M08632,-118.6077,34.23834,"c(-118.6077, 34.23834)"
412M08638,-118.17119,34.20922,"c(-118.17119, 34.20922)"
412S04204,-118.0185,34.2036,"c(-118.0185, 34.2036)"
481M15356,-117.66159,34.23115,"c(-117.66159, 34.23115)"
481S05856,-117.67601,34.19152,"c(-117.67601, 34.19152)"
504CBBLBW,-121.81648,39.744,"c(-121.81648, 39.744)"
504DYCBSB,-122.09027,40.08833,"c(-122.09027, 40.08833)"
504FC1115,-121.97234,39.98053,"c(-121.97234, 39.98053)"
504PS0083,-122.37155,40.01911,"c(-122.37155, 40.01911)"
504PS0574,-121.9236,39.8958,"c(-121.9236, 39.8958)"
504PS0595,-122.13344,39.75107,"c(-122.13344, 39.75107)"
505BMCMCR,-122.136,41.09566,"c(-122.136, 41.09566)"
505FC1275,-122.11879,41.29989,"c(-122.11879, 41.29989)"
505LBCAMR,-122.11268,41.09204,"c(-122.11268, 41.09204)"
505MRSRxx,-121.88169,41.25622,"c(-121.88169, 41.25622)"
505MRTNCx,-122.11556,41.09417,"c(-122.11556, 41.09417)"
505PS1180,-121.9141,41.2637,"c(-121.9141, 41.2637)"
505SED022,-121.88025,41.25543,"c(-121.88025, 41.25543)"
507BCSFPW,-121.93,40.5332,"c(-121.93, 40.5332)"
507BTC269,-121.63451,40.35193,"c(-121.63451, 40.35193)"
507CLCORF,-121.91851,40.70236,"c(-121.91851, 40.70236)"
507DCABSF,-121.72449,40.44283,"c(-121.72449, 40.44283)"
507DCBLLB,-121.77714,40.43895,"c(-121.77714, 40.43895)"
507MZCAML,-121.553,40.5309,"c(-121.553, 40.5309)"
507OCCPHx,-121.87039,40.68,"c(-121.87039, 40.68)"
507PS0122,-121.93616,40.39457,"c(-121.93616, 40.39457)"
507RCABRS,-121.75377,40.4531,"c(-121.75377, 40.4531)"
507RCBLPF,-121.83337,40.45478,"c(-121.83337, 40.45478)"
507SED021,-121.5918,40.34795,"c(-121.5918, 40.34795)"
507SPIMBL,-121.65555,40.49868,"c(-121.65555, 40.49868)"
507SPISFD,-121.70881,40.43892,"c(-121.70881, 40.43892)"
507SPIUBL,-121.63843,40.49799,"c(-121.63843, 40.49799)"
508CCMPRx,-122.17556,40.54583,"c(-122.17556, 40.54583)"
508CR1011,-122.30323,40.47343,"c(-122.30323, 40.47343)"
508PS0458,-122.44755,40.49391,"c(-122.44755, 40.49391)"
508PS0618,-122.37188,40.51949,"c(-122.37188, 40.51949)"
508SCCO44,-122.17428,40.54557,"c(-122.17428, 40.54557)"
509CBCADC,-121.509,40.202,"c(-121.509, 40.202)"
509CTC033,-121.4075,40.2466,"c(-121.4075, 40.2466)"
509CTCADC,-121.4132,40.2206,"c(-121.4132, 40.2206)"
509DCPWxx,-121.70886,40.06961,"c(-121.70886, 40.06961)"
509MLC145,-121.56823,40.28931,"c(-121.56823, 40.28931)"
509PS0334,-121.989,40.22426,"c(-121.989, 40.22426)"
509SED024,-121.51829,40.32351,"c(-121.51829, 40.32351)"
509SED098,-121.4359,40.26796,"c(-121.4359, 40.26796)"
509SPIJD3,-121.75529,40.29815,"c(-121.75529, 40.29815)"
509SPIJD4,-121.78269,40.29557,"c(-121.78269, 40.29557)"
510CR1007,-121.52491,38.43501,"c(-121.52491, 38.43501)"
511FC1357,-121.89999,38.34677,"c(-121.89999, 38.34677)"
511PS0657,-122.00297,38.34775,"c(-122.00297, 38.34775)"
511PTCUCD,-121.80169,38.52724,"c(-121.80169, 38.52724)"
511USSR88,-121.99204,38.607,"c(-121.99204, 38.607)"
511UTCFVA,-121.99472,38.36944,"c(-121.99472, 38.36944)"
511WLSR27,-121.83268,38.61976,"c(-121.83268, 38.61976)"
513PS0200,-122.6673,39.18,"c(-122.6673, 39.18)"
513STCAIV,-122.5356,39.1846,"c(-122.5356, 39.1846)"
514BRU001,-120.62167,38.8113,"c(-120.62167, 38.8113)"
514BRU002,-120.62472,38.80833,"c(-120.62472, 38.80833)"
514BRU003,-120.62778,38.80806,"c(-120.62778, 38.80806)"
514BRU004,-120.6325,38.80778,"c(-120.6325, 38.80778)"
514BRU005,-120.63639,38.80556,"c(-120.63639, 38.80556)"
514DNCLDC,-120.47561,39.13879,"c(-120.47561, 39.13879)"
514FC1215,-121.29146,38.97275,"c(-121.29146, 38.97275)"
514GRL001,-120.39361,39.96444,"c(-120.39361, 39.96444)"
514GRL002,-120.39278,39.96167,"c(-120.39278, 39.96167)"
514GRL003,-120.39222,38.95861,"c(-120.39222, 38.95861)"
514GRL004,-120.39417,38.95528,"c(-120.39417, 38.95528)"
514GRL005,-120.39889,38.95417,"c(-120.39889, 38.95417)"
514GRLUPx,-120.37861,38.98444,"c(-120.37861, 38.98444)"
514ICE001,-120.36167,38.82097,"c(-120.36167, 38.82097)"
514ICE002,-120.36676,38.81663,"c(-120.36676, 38.81663)"
514ICE003,-120.37285,38.81674,"c(-120.37285, 38.81674)"
514ICE004,-120.37928,38.81905,"c(-120.37928, 38.81905)"
514ICE005,-120.38368,38.81501,"c(-120.38368, 38.81501)"
514MDCABC,-120.26834,39.06366,"c(-120.26834, 39.06366)"
514MFA010,-120.6521,39.1012,"c(-120.6521, 39.1012)"
514PCAPC2,-120.5075,38.9069,"c(-120.5075, 38.9069)"
514PS0099,-120.4839,38.9599,"c(-120.4839, 38.9599)"
514PS0351,-121.1444,38.8926,"c(-121.1444, 38.8926)"
514RCR001,-120.40892,39.05506,"c(-120.40892, 39.05506)"
514RCR002,-120.428,39.042,"c(-120.428, 39.042)"
514RCR003,-120.433,39.037,"c(-120.433, 39.037)"
514RCR004,-120.43461,39.03291,"c(-120.43461, 39.03291)"
514RCR005,-120.43536,39.02812,"c(-120.43536, 39.02812)"
514SED078,-120.40052,39.15227,"c(-120.40052, 39.15227)"
514SED101,-120.3772,38.84836,"c(-120.3772, 38.84836)"
514SED103,-120.25771,38.81331,"c(-120.25771, 38.81331)"
514SSC190,-120.44086,38.81763,"c(-120.44086, 38.81763)"
514UNI001,-120.45944,38.85194,"c(-120.45944, 38.85194)"
514UNI002,-120.46389,38.85139,"c(-120.46389, 38.85139)"
514UNI003,-120.47028,38.84889,"c(-120.47028, 38.84889)"
514UNI004,-120.47167,38.84556,"c(-120.47167, 38.84556)"
514UNI005,-120.47778,38.8475,"c(-120.47778, 38.8475)"
514UNIUPx,-120.35861,38.88056,"c(-120.35861, 38.88056)"
515BRRPTG,-121.48676,38.98491,"c(-121.48676, 38.98491)"
515HCSSHR,-121.56496,39.30417,"c(-121.56496, 39.30417)"
515JCSLRR,-121.51037,39.22499,"c(-121.51037, 39.22499)"
515PS0490,-121.5193,39.3201,"c(-121.5193, 39.3201)"
515PS0622,-121.39953,39.00558,"c(-121.39953, 39.00558)"
515YRMxxx,-121.52389,39.17583,"c(-121.52389, 39.17583)"
516PS0324,-121.29182,39.10857,"c(-121.29182, 39.10857)"
516PS0516,-121.2308,39.02439,"c(-121.2308, 39.02439)"
516PS0543,-121.11078,39.09774,"c(-121.11078, 39.09774)"
517FC1248,-120.88932,39.66106,"c(-120.88932, 39.66106)"
517LCCAYB,-120.51104,39.59879,"c(-120.51104, 39.59879)"
517PLC127,-120.8103,39.5847,"c(-120.8103, 39.5847)"
517PSC038,-120.5271,39.50235,"c(-120.5271, 39.50235)"
517SED087,-120.92577,39.47102,"c(-120.92577, 39.47102)"
517SLT050,-120.93829,39.6919,"c(-120.93829, 39.6919)"
517SMC266,-120.61046,39.61971,"c(-120.61046, 39.61971)"
518BTCASC,-121.30683,40.18694,"c(-121.30683, 40.18694)"
518CDS022,-120.2894,39.5271,"c(-120.2894, 39.5271)"
518CE0543,-120.36777,39.67555,"c(-120.36777, 39.67555)"
518CHCANF,-121.4217,39.7199,"c(-121.4217, 39.7199)"
518CLD070,-120.35435,39.55977,"c(-120.35435, 39.55977)"
518CR0909,-121.26822,40.00191,"c(-121.26822, 40.00191)"
518FC1060,-120.9641,40.0259,"c(-120.9641, 40.0259)"
518FCA059,-121.2682,40.00191,"c(-121.2682, 40.00191)"
518FRE265,-121.20888,40.01132,"c(-121.20888, 40.01132)"
518FRE277,-121.19,40.00803,"c(-121.19, 40.00803)"
518FRM117,-120.76138,39.86453,"c(-120.76138, 39.86453)"
518GHCCRB,-120.91545,39.96795,"c(-120.91545, 39.96795)"
518GRCH36,-120.93121,40.32943,"c(-120.93121, 40.32943)"
518GZC001,-121.29436,39.89124,"c(-121.29436, 39.89124)"
518GZC002,-121.29967,39.88745,"c(-121.29967, 39.88745)"
518GZC003,-121.3027778,39.88472222,"c(-121.3027778, 39.88472222)"
518GZC004,-121.30401,39.88039,"c(-121.30401, 39.88039)"
518GZCUPx,-121.27873,39.88909,"c(-121.27873, 39.88909)"
518HGY101,-120.64505,40.1153,"c(-120.64505, 40.1153)"
518INCATB,-120.91632,40.08461,"c(-120.91632, 40.08461)"
518JSC273,-120.68476,39.76838,"c(-120.68476, 39.76838)"
518LCC105,-120.16348,39.86331,"c(-120.16348, 39.86331)"
518LCC233,-120.5726,40.05695,"c(-120.5726, 40.05695)"
518LST001,-121.13972,39.57472,"c(-121.13972, 39.57472)"
518LST002,-121.14611,39.57417,"c(-121.14611, 39.57417)"
518LST003,-121.14944,39.57389,"c(-121.14944, 39.57389)"
518LST004,-121.15306,39.57306,"c(-121.15306, 39.57306)"
518LST005,-121.15919,39.5728,"c(-121.15919, 39.5728)"
518PS0125,-120.65636,39.80922,"c(-120.65636, 39.80922)"
518RCC169,-120.56938,39.98886,"c(-120.56938, 39.98886)"
518SDCAHR,-121.2724,40.21188,"c(-121.2724, 40.21188)"
518SED013,-121.28451,40.19443,"c(-121.28451, 40.19443)"
518SED015,-121.41227,40.35374,"c(-121.41227, 40.35374)"
518SED030,-121.30667,40.36374,"c(-121.30667, 40.36374)"
518SED079,-121.20457,39.69851,"c(-121.20457, 39.69851)"
518SED080,-121.14456,39.64412,"c(-121.14456, 39.64412)"
518SED081,-120.93149,40.32936,"c(-120.93149, 40.32936)"
518SED082,-120.70642,39.74051,"c(-120.70642, 39.74051)"
518SED085,-120.86241,39.85483,"c(-120.86241, 39.85483)"
518SED089,-120.72634,39.85234,"c(-120.72634, 39.85234)"
518SED090,-121.01878,39.94905,"c(-121.01878, 39.94905)"
518SED091,-120.53464,39.71162,"c(-120.53464, 39.71162)"
518SED093,-120.95736,40.15516,"c(-120.95736, 40.15516)"
518SED104,-121.04507,39.92843,"c(-121.04507, 39.92843)"
518SNCABC,-120.193,39.6213,"c(-120.193, 39.6213)"
518WLCBCP,-120.3713,40.05261,"c(-120.3713, 40.05261)"
518WLCBWL,-121.34084,40.38537,"c(-121.34084, 40.38537)"
518WLW073,-121.18021,39.85126,"c(-121.18021, 39.85126)"
519ACDPPx,-121.38167,38.64194,"c(-121.38167, 38.64194)"
519ADCAFB,-121.1992,38.63789,"c(-121.1992, 38.63789)"
519ARHBxx,-121.42222,38.56806,"c(-121.42222, 38.56806)"
519ARVAMR,-121.35771,38.86824,"c(-121.35771, 38.86824)"
519CE0211,-121.40368,38.63569,"c(-121.40368, 38.63569)"
519CR0904,-121.63521,38.80836,"c(-121.63521, 38.80836)"
519CR0912,-121.35775,38.57234,"c(-121.35775, 38.57234)"
519DRCAER,-121.25557,38.7592,"c(-121.25557, 38.7592)"
519DRCAWA,-121.3918,38.73481,"c(-121.3918, 38.73481)"
519DRCGRP,-121.39809,38.72992,"c(-121.39809, 38.72992)"
519MRCMCR,-121.27638,38.54138,"c(-121.27638, 38.54138)"
519MRCMDV,-121.45833,38.48083,"c(-121.45833, 38.48083)"
519MRCSPK,-121.41405,38.51525,"c(-121.41405, 38.51525)"
519MSCAFR,-121.45159,38.4964,"c(-121.45159, 38.4964)"
519PGCASB,-121.32945,38.80226,"c(-121.32945, 38.80226)"
519PS0340,-121.23614,38.75471,"c(-121.23614, 38.75471)"
519PS0402,-121.3479,38.7987,"c(-121.3479, 38.7987)"
519PS0449,-121.44155,38.68543,"c(-121.44155, 38.68543)"
519PS0514,-121.2761,38.7338,"c(-121.2761, 38.7338)"
519PS0534,-121.4126,38.6038,"c(-121.4126, 38.6038)"
519PS0561,-121.4307,38.4595,"c(-121.4307, 38.4595)"
519PS0578,-121.2538,38.775,"c(-121.2538, 38.775)"
519PS0646,-121.4101,38.51449,"c(-121.4101, 38.51449)"
520BKSMDR,-122.22685,39.40153,"c(-122.22685, 39.40153)"
520CLCANR,-121.69884,39.58173,"c(-121.69884, 39.58173)"
520CR1010,-121.99763,39.50076,"c(-121.99763, 39.50076)"
520DCH191,-121.63648,39.61971,"c(-121.63648, 39.61971)"
520FC1087,-121.77937,39.61321,"c(-121.77937, 39.61321)"
520FC1108,-122.17025,39.40277,"c(-122.17025, 39.40277)"
520GRCOSR,-121.63958,39.59336,"c(-121.63958, 39.59336)"
520HCTH99,-121.77201,39.6898,"c(-121.77201, 39.6898)"
520PS0054,-121.88865,39.51199,"c(-121.88865, 39.51199)"
520PS0199,-121.73127,39.71005,"c(-121.73127, 39.71005)"
520PS0455,-121.77437,39.70275,"c(-121.77437, 39.70275)"
520SLCH20,-122.18117,39.15079,"c(-122.18117, 39.15079)"
520SPCH20,-122.17948,39.14727,"c(-122.17948, 39.14727)"
521BCCHCx,-121.49656,40.10053,"c(-121.49656, 40.10053)"
521LCCBSR,-121.65055,39.8853,"c(-121.65055, 39.8853)"
521PS0663,-121.67642,39.75879,"c(-121.67642, 39.75879)"
522MFSCMC,-122.65053,39.38014,"c(-122.65053, 39.38014)"
522MFSCRB,-122.65283,39.37763,"c(-122.65283, 39.37763)"
522PS0430,-122.6454,39.377,"c(-122.6454, 39.377)"
522PS0643,-122.61013,39.37284,"c(-122.61013, 39.37284)"
523PS0414,-122.6491,40.0267,"c(-122.6491, 40.0267)"
524CLCR2x,-122.55064,40.58609,"c(-122.55064, 40.58609)"
524PS0202,-122.6402,40.6905,"c(-122.6402, 40.6905)"
524PS0394,-122.5513,40.5856,"c(-122.5513, 40.5856)"
525SPIHZL,-122.34249,41.05378,"c(-122.34249, 41.05378)"
526ESCAMC,-120.2058,41.1753,"c(-120.2058, 41.1753)"
526PNCAMF,-120.28211,41.36145,"c(-120.28211, 41.36145)"
526PRS117,-120.26225,41.15743,"c(-120.26225, 41.15743)"
526PS1144,-120.3494,41.0826,"c(-120.3494, 41.0826)"
526PS1496,-120.5109,41.44725,"c(-120.5109, 41.44725)"
526PS1532,-121.90069,40.87166,"c(-121.90069, 40.87166)"
526PSCBLK,-120.2894,41.161,"c(-120.2894, 41.161)"
526RSH118,-120.86127,41.30003,"c(-120.86127, 41.30003)"
526SED012,-121.68517,40.87034,"c(-121.68517, 40.87034)"
526SED017,-121.83826,40.86044,"c(-121.83826, 40.86044)"
526SED088,-120.3422,41.23311,"c(-120.3422, 41.23311)"
526SED100,-121.46529,40.63042,"c(-121.46529, 40.63042)"
526TRCBWC,-121.008,41.43002,"c(-121.008, 41.43002)"
526TRN109,-121.03706,41.44817,"c(-121.03706, 41.44817)"
526WTCACT,-121.01538,41.44264,"c(-121.01538, 41.44264)"
527PS1156,-120.2888,41.9468,"c(-120.2888, 41.9468)"
527SED084,-120.30053,41.83232,"c(-120.30053, 41.83232)"
531BRCJRD,-121.13361,38.15492,"c(-121.13361, 38.15492)"
531LGCCSR,-121.17236,38.38283,"c(-121.17236, 38.38283)"
531LJCSRx,-121.0269,37.9201,"c(-121.0269, 37.9201)"
531MMSEBR,-121.01344,38.04936,"c(-121.01344, 38.04936)"
531PS0169,-121.21822,38.02988,"c(-121.21822, 38.02988)"
531PS0573,-121.2347,37.93,"c(-121.2347, 37.93)"
531Site14,-121.09694,38.48611,"c(-121.09694, 38.48611)"
532CRNFCC,-120.40556,38.65056,"c(-120.40556, 38.65056)"
532FRS030,-120.2498,38.4158,"c(-120.2498, 38.4158)"
532MKN078,-120.43195,38.60347,"c(-120.43195, 38.60347)"
532PTCAER,-120.33743,38.51109,"c(-120.33743, 38.51109)"
532SED004,-120.41054,38.65122,"c(-120.41054, 38.65122)"
532SED097,-120.44046,38.56682,"c(-120.44046, 38.56682)"
532SFC142,-120.56131,38.61333,"c(-120.56131, 38.61333)"
532TGR001,-120.45322,38.4765,"c(-120.45322, 38.4765)"
532TGR002,-120.45674,38.47303,"c(-120.45674, 38.47303)"
532TGR003,-120.45994,38.46885,"c(-120.45994, 38.46885)"
532TGR004,-120.46449,38.46477,"c(-120.46449, 38.46477)"
532TGR005,-120.46835,38.46172,"c(-120.46835, 38.46172)"
533FC1043,-120.70104,38.18245,"c(-120.70104, 38.18245)"
533SPILSA,-120.3361,38.2758,"c(-120.3361, 38.2758)"
533SPIUSA,-120.2834,38.3056,"c(-120.2834, 38.3056)"
534ANCACF,-119.79936,38.40735,"c(-119.79936, 38.40735)"
534ARC279,-119.8,38.40244,"c(-119.8, 38.40244)"
534CFSAIM,-119.74242,38.41626,"c(-119.74242, 38.41626)"
534PS0114,-120.0616,38.3883,"c(-120.0616, 38.3883)"
534SED001,-119.79936,38.40735,"c(-119.79936, 38.40735)"
534SED107,-119.795,38.40272,"c(-119.795, 38.40272)"
534SRCFFC,-119.8692,38.366,"c(-119.8692, 38.366)"
535CR0910,-121.1292,37.591,"c(-121.1292, 37.591)"
535PS0191,-120.51952,37.23375,"c(-120.51952, 37.23375)"
535PS0431,-120.31703,37.21236,"c(-120.31703, 37.21236)"
535PS0477,-121.0644,37.8188,"c(-121.0644, 37.8188)"
536CHR001,-119.908,37.973,"c(-119.908, 37.973)"
536CHR002,-119.91395,37.96822,"c(-119.91395, 37.96822)"
536CHR003,-119.91843,37.96524,"c(-119.91843, 37.96524)"
536CHR004,-119.91979,37.96022,"c(-119.91979, 37.96022)"
536CHR005,-119.92208,37.95382,"c(-119.92208, 37.95382)"
536CLV001,-120.05468,37.99007,"c(-120.05468, 37.99007)"
536CLV002,-120.05305,37.98699,"c(-120.05305, 37.98699)"
536CLV003,-120.0536,37.98209,"c(-120.0536, 37.98209)"
536CRC283,-119.9536,37.8949,"c(-119.9536, 37.8949)"
536HLCBFM,-120.09966,38.04566,"c(-120.09966, 38.04566)"
536NFT019,-120.0454,38.1519,"c(-120.0454, 38.1519)"
536SPILJW,-119.99081,37.95265,"c(-119.99081, 37.95265)"
