StationCode,longitude,latitude,geometry
536SPIUJW,-119.97487,37.98193,"c(-119.97487, 37.98193)"
536TMR003,-120.1926,37.9944,"c(-120.1926, 37.9944)"
537BSCAWR,-119.677,37.6212,"c(-119.677, 37.6212)"
537GZCAMR,-119.46551,37.52509,"c(-119.46551, 37.52509)"
537MDR255,-119.91976,37.66186,"c(-119.91976, 37.66186)"
537PS0386,-119.9948,37.6605,"c(-119.9948, 37.6605)"
537TYCAML,-119.529,37.7599,"c(-119.529, 37.7599)"
538CE0622,-119.9499,37.4636,"c(-119.9499, 37.4636)"
539NDCACC,-119.59566,37.42494,"c(-119.59566, 37.42494)"
539PS0127,-119.6613,37.42787,"c(-119.6613, 37.42787)"
539PS0146,-119.81719,37.19314,"c(-119.81719, 37.19314)"
539SED010,-119.59513,37.41099,"c(-119.59513, 37.41099)"
539SED102,-119.62538,37.40048,"c(-119.62538, 37.40048)"
540BCA168,-119.13583,37.23381,"c(-119.13583, 37.23381)"
540MNCANF,-118.90795,37.41303,"c(-118.90795, 37.41303)"
540MNCASJ,-119.08796,37.63977,"c(-119.08796, 37.63977)"
540MNCLTE,-118.98866,37.3678,"c(-118.98866, 37.3678)"
540MNO024,-118.91689,37.41471,"c(-118.91689, 37.41471)"
540MSJ132,-119.09216,37.59602,"c(-119.09216, 37.59602)"
540SED005,-119.24345,37.24155,"c(-119.24345, 37.24155)"
540SED008,-119.08796,37.63977,"c(-119.08796, 37.63977)"
540SED009,-119.41629,37.46036,"c(-119.41629, 37.46036)"
540SED105,-119.20839,37.1944,"c(-119.20839, 37.1944)"
540SED106,-119.08261,37.64224,"c(-119.08261, 37.64224)"
540SED114,-119.56684,37.40073,"c(-119.56684, 37.40073)"
540SJR001,-118.96619,37.27484,"c(-118.96619, 37.27484)"
540SJR002,-118.96378,37.27897,"c(-118.96378, 37.27897)"
540SJR003,-118.96191,37.28237,"c(-118.96191, 37.28237)"
540SJR005,-118.95653,37.29298,"c(-118.95653, 37.29298)"
540SJRR01,-119.07333,37.62111,"c(-119.07333, 37.62111)"
540SJRR02,-119.07333,37.62111,"c(-119.07333, 37.62111)"
540SJRR03,-119.07333,37.62111,"c(-119.07333, 37.62111)"
540SJRR04,-119.07333,37.62111,"c(-119.07333, 37.62111)"
540SJRR05,-119.07333,37.62111,"c(-119.07333, 37.62111)"
540SJRR06,-119.07333,37.62111,"c(-119.07333, 37.62111)"
540SSJ200,-119.01636,37.32603,"c(-119.01636, 37.32603)"
541OC0010,-121.12167,37.31889,"c(-121.12167, 37.31889)"
541OSCHW5,-121.10955,37.32936,"c(-121.10955, 37.32936)"
541PS0055,-120.94811,37.29825,"c(-120.94811, 37.29825)"
544CR1003,-121.3253,37.90976,"c(-121.3253, 37.90976)"
544MRCMCR,-121.7165,37.89602,"c(-121.7165, 37.89602)"
544PS0725,-121.69868,37.94875,"c(-121.69868, 37.94875)"
552DRCAEF,-119.06364,37.0069,"c(-119.06364, 37.0069)"
552KRSFBC,-118.551,36.7893,"c(-118.551, 36.7893)"
552MFC120,-119.02417,36.78283,"c(-119.02417, 36.78283)"
552SED011,-118.81421,36.7235,"c(-118.81421, 36.7235)"
552SED020,-118.81672,36.75323,"c(-118.81672, 36.75323)"
552SED029,-118.89532,36.75806,"c(-118.89532, 36.75806)"
553KRMFHC,-118.69985,36.61139,"c(-118.69985, 36.61139)"
553TCCAKR,-118.89593,36.54484,"c(-118.89593, 36.54484)"
554KRS031,-118.137,36.0246,"c(-118.137, 36.0246)"
554LCCADR,-118.68085,35.48056,"c(-118.68085, 35.48056)"
554NMCCVD,-118.27232,36.20133,"c(-118.27232, 36.20133)"
554NMCCVM,-118.26694,36.19894,"c(-118.26694, 36.19894)"
554SED014,-118.50618,36.00812,"c(-118.50618, 36.00812)"
554SED016,-118.47287,36.13472,"c(-118.47287, 36.13472)"
554SED019,-118.13149,36.05535,"c(-118.13149, 36.05535)"
554SED025,-118.53571,35.99743,"c(-118.53571, 35.99743)"
554SED026,-118.49114,36.06751,"c(-118.49114, 36.06751)"
554SED028,-118.52125,35.96888,"c(-118.52125, 35.96888)"
601PRK002,-119.14705,37.84391,"c(-119.14705, 37.84391)"
602FC1102,-118.71545,37.89015,"c(-118.71545, 37.89015)"
603BCNFLR,-118.41861,37.37556,"c(-118.41861, 37.37556)"
603BCNFUR,-118.42917,37.37056,"c(-118.42917, 37.37056)"
603BCSFLR,-118.41306,37.36853,"c(-118.41306, 37.36853)"
603BCSFUR,-118.42944,37.36444,"c(-118.42944, 37.36444)"
603BMISW2,-118.41861,37.37556,"c(-118.41861, 37.37556)"
603BMISW3,-118.42917,37.37056,"c(-118.42917, 37.37056)"
603BMISW4,-118.42944,37.36444,"c(-118.42944, 37.36444)"
603BPCBLP,-118.29645,37.15832,"c(-118.29645, 37.15832)"
603GSCADC,-119.04995,37.73969,"c(-119.04995, 37.73969)"
603HCH6xx,-118.93692,37.74995,"c(-118.93692, 37.74995)"
603OHCAOR,-118.75598,37.74485,"c(-118.75598, 37.74485)"
603PS0024,-118.64414,37.53897,"c(-118.64414, 37.53897)"
603PS0079,-118.77648,37.70393,"c(-118.77648, 37.70393)"
603PS0108,-118.2902,37.1637,"c(-118.2902, 37.1637)"
603PS0132,-118.55838,37.48021,"c(-118.55838, 37.48021)"
603PS0136,-118.57923,37.42488,"c(-118.57923, 37.42488)"
603PS0137,-118.97101,37.74791,"c(-118.97101, 37.74791)"
603PSx109,-118.7826,37.5927,"c(-118.7826, 37.5927)"
603RCS1xx,-118.40167,37.28639,"c(-118.40167, 37.28639)"
603SED054,-118.96542,37.75389,"c(-118.96542, 37.75389)"
603SPCBWC,-118.26333,36.71668,"c(-118.26333, 36.71668)"
603UOW004,-118.80411,37.7347,"c(-118.80411, 37.7347)"
603UOW012,-118.88581,37.75553,"c(-118.88581, 37.75553)"
628MRW138,-117.37374,34.28471,"c(-117.37374, 34.28471)"
628PS1179,-117.1669,34.339,"c(-117.1669, 34.339)"
628PS1307,-117.22679,34.34422,"c(-117.22679, 34.34422)"
628PS1483,-117.26045,34.51287,"c(-117.26045, 34.51287)"
630BUC002,-119.25913,38.27372,"c(-119.25913, 38.27372)"
630SED034,-119.23508,38.13435,"c(-119.23508, 38.13435)"
630SED043,-119.29521,38.28045,"c(-119.29521, 38.28045)"
631FC1099,-119.44478,38.36417,"c(-119.44478, 38.36417)"
631MCK001,-119.60883,38.31338,"c(-119.60883, 38.31338)"
631PS0081,-119.5508,38.3279,"c(-119.5508, 38.3279)"
631PS0087,-119.3363,38.5236,"c(-119.3363, 38.5236)"
631SED038,-119.44978,38.32841,"c(-119.44978, 38.32841)"
631SED052,-119.54865,38.31359,"c(-119.54865, 38.31359)"
632HNCAHL,-119.64421,38.65559,"c(-119.64421, 38.65559)"
632PS0110,-119.6446,38.7505,"c(-119.6446, 38.7505)"
632SED032,-119.62707,38.56647,"c(-119.62707, 38.56647)"
632SED035,-119.84636,38.69919,"c(-119.84636, 38.69919)"
632SED094,-119.7676,38.6054,"c(-119.7676, 38.6054)"
632SED095,-119.62523,38.56785,"c(-119.62523, 38.56785)"
633PS0142,-119.7778,38.80733,"c(-119.7778, 38.80733)"
633SED051,-119.93332,38.73893,"c(-119.93332, 38.73893)"
633SED109,-119.91802,38.77915,"c(-119.91802, 38.77915)"
634GACALL,-120.09556,38.87318,"c(-120.09556, 38.87318)"
634MKCBLG,-120.15304,39.01936,"c(-120.15304, 39.01936)"
634PS0126,-119.984,38.8766,"c(-119.984, 38.8766)"
634PS0131,-120.01924,38.82055,"c(-120.01924, 38.82055)"
634SED031,-120.18941,39.10844,"c(-120.18941, 39.10844)"
634SED033,-120.14784,39.04386,"c(-120.14784, 39.04386)"
634SED050,-120.1883,39.13884,"c(-120.1883, 39.13884)"
634SED096,-119.96678,38.89632,"c(-119.96678, 38.89632)"
634TRT002,-119.9764,38.93009,"c(-119.9764, 38.93009)"
634TRU231,-120.01746,38.81027,"c(-120.01746, 38.81027)"
634UTRADC,-120.01776,38.72996,"c(-120.01776, 38.72996)"
634WRD029,-120.19702,39.14052,"c(-120.19702, 39.14052)"
635BRCATR,-120.19875,39.19009,"c(-120.19875, 39.19009)"
635EMTCAM,-120.11438,39.30901,"c(-120.11438, 39.30901)"
635MTC267,-120.1336,39.29967,"c(-120.1336, 39.29967)"
635MTR002,-120.02211,39.38455,"c(-120.02211, 39.38455)"
635MTR003,-120.02885,39.37537,"c(-120.02885, 39.37537)"
635MTR006,-120.16151,39.33286,"c(-120.16151, 39.33286)"
635PLCATR,-120.23016,39.23633,"c(-120.23016, 39.23633)"
635PS0118,-120.12232,39.34775,"c(-120.12232, 39.34775)"
635PS0146,-120.2281,39.32333,"c(-120.2281, 39.32333)"
635PSCATR,-120.12178,39.3702,"c(-120.12178, 39.3702)"
635SED039,-120.18781,39.39607,"c(-120.18781, 39.39607)"
635SQM002,-120.21615,39.20431,"c(-120.21615, 39.20431)"
636IDCBIR,-120.28278,39.48462,"c(-120.28278, 39.48462)"
636LTRABR,-120.08369,39.43017,"c(-120.08369, 39.43017)"
636PS0086,-120.1031,39.4673,"c(-120.1031, 39.4673)"
636SED036,-120.3679,39.48765,"c(-120.3679, 39.48765)"
636SED040,-120.20237,39.43223,"c(-120.20237, 39.43223)"
636SHCH89,-120.23037,39.43691,"c(-120.23037, 39.43691)"
636SHCWES,-120.24151,39.43105,"c(-120.24151, 39.43105)"
637PS0130,-120.8534,40.41805,"c(-120.8534, 40.41805)"
637SED041,-120.82136,40.40565,"c(-120.82136, 40.40565)"
637SED042,-120.67456,40.42033,"c(-120.67456, 40.42033)"
637SED053,-120.803,40.36768,"c(-120.803, 40.36768)"
637SSN077,-120.90485,40.41832,"c(-120.90485, 40.41832)"
719BMCPRE,-116.56747,34.03657,"c(-116.56747, 34.03657)"
719TPPSQH,-116.31117,33.83069,"c(-116.31117, 33.83069)"
719WWRA66,-116.10773,33.56946,"c(-116.10773, 33.56946)"
719WWRAEF,-116.82028,34.06322,"c(-116.82028, 34.06322)"
801BNC530,-116.90881,34.17834,"c(-116.90881, 34.17834)"
801BRC184,-117.01553,34.16546,"c(-117.01553, 34.16546)"
801CBN012,-117.82201,33.91909,"c(-117.82201, 33.91909)"
801CCCCTT,-117.62719,34.1839,"c(-117.62719, 34.1839)"
801CJW027,-117.4697,34.3061,"c(-117.4697, 34.3061)"
801CJW041,-117.45882,34.29543,"c(-117.45882, 34.29543)"
801CJW079,-117.40798,34.22123,"c(-117.40798, 34.22123)"
801CYC114,-117.1897,34.13646,"c(-117.1897, 34.13646)"
801CYC121,-117.19213,34.12372,"c(-117.19213, 34.12372)"
801CYC398,-117.18965,34.13646,"c(-117.18965, 34.13646)"
801DRC025,-116.9839,34.1739,"c(-116.9839, 34.1739)"
801EBC080,-116.88742,34.1584,"c(-116.88742, 34.1584)"
801EBC126,-116.89426,34.17413,"c(-116.89426, 34.17413)"
801EBC686,-116.89195,34.16918,"c(-116.89195, 34.16918)"
801EEWADD,-117.5205,34.1873,"c(-117.5205, 34.1873)"
801ETC226,-117.27421,34.19146,"c(-117.27421, 34.19146)"
801FC1089,-117.59398,33.93082,"c(-117.59398, 33.93082)"
801FGC022,-116.86775,34.16055,"c(-116.86775, 34.16055)"
801FRC093,-116.88367,34.16891,"c(-116.88367, 34.16891)"
801HBC050,-116.79441,34.15651,"c(-116.79441, 34.15651)"
801ICE713,-117.63127,34.24908,"c(-117.63127, 34.24908)"
801LCMFAS,-117.51898,34.2495,"c(-117.51898, 34.2495)"
801LYC028,-117.44583,34.2026,"c(-117.44583, 34.2026)"
801LYC062,-117.45844,34.21257,"c(-117.45844, 34.21257)"
801LYC271,-117.47362,34.22931,"c(-117.47362, 34.22931)"
801LYC346,-117.49604,34.23613,"c(-117.49604, 34.23613)"
801LYC600,-117.48291,34.23092,"c(-117.48291, 34.23092)"
801M12611,-117.86822,33.80456,"c(-117.86822, 33.80456)"
801M12617,-117.77451,33.65489,"c(-117.77451, 33.65489)"
801M12625,-117.93471,33.69499,"c(-117.93471, 33.69499)"
801M12641,-117.88292,33.69422,"c(-117.88292, 33.69422)"
801M12644,-117.76561,33.89118,"c(-117.76561, 33.89118)"
801M12649,-117.81997,33.6885,"c(-117.81997, 33.6885)"
801M15366,-117.26687,34.1728,"c(-117.26687, 34.1728)"
801M15376,-117.54148,34.082,"c(-117.54148, 34.082)"
801M15377,-117.46218,34.21799,"c(-117.46218, 34.21799)"
801M15378,-117.50774,34.24433,"c(-117.50774, 34.24433)"
801M15414,-117.18547,34.18646,"c(-117.18547, 34.18646)"
801M15424,-117.59958,33.99181,"c(-117.59958, 33.99181)"
801M16861,-117.36136,33.89732,"c(-117.36136, 33.89732)"
801M16873,-117.4664,33.90145,"c(-117.4664, 33.90145)"
801M16908,-117.63602,33.91828,"c(-117.63602, 33.91828)"
801M16916,-117.49156,33.96417,"c(-117.49156, 33.96417)"
801M16932,-117.32362,33.94279,"c(-117.32362, 33.94279)"
801M16949,-117.44195,33.8732,"c(-117.44195, 33.8732)"
801MFC100,-116.93895,34.22644,"c(-116.93895, 34.22644)"
801MHC219,-116.99195,34.11105,"c(-116.99195, 34.11105)"
801MIC007,-116.96447,34.0952,"c(-116.96447, 34.0952)"
801MIC032,-117.06626,34.07629,"c(-117.06626, 34.07629)"
801MIC034,-116.92669,34.08909,"c(-116.92669, 34.08909)"
801MIC035,-116.89027,34.08193,"c(-116.89027, 34.08193)"
801MIC042,-117.61423,33.94623,"c(-117.61423, 33.94623)"
801MIC074,-116.8887,34.08167,"c(-116.8887, 34.08167)"
801MIC272,-116.91434,34.08788,"c(-116.91434, 34.08788)"
801MIC370,-117.02392999999999,34.10015,"c(-117.02393, 34.10015)"
801MLC057,-117.54376,34.25033,"c(-117.54376, 34.25033)"
801NLC105,-117.4925,34.25265,"c(-117.4925, 34.25265)"
801PCW048,-117.78945,33.71756,"c(-117.78945, 33.71756)"
801PCW171,-117.78003,33.72398,"c(-117.78003, 33.72398)"
801PFB019,-117.59778,33.92417,"c(-117.59778, 33.92417)"
801PLC362,-117.49781,34.23874,"c(-117.49781, 34.23874)"
801PLC469,-117.14689,34.1116,"c(-117.14689, 34.1116)"
801RB8026,-117.83457,33.58139,"c(-117.83457, 33.58139)"
801RB8131,-116.97463,34.18559,"c(-116.97463, 34.18559)"
801RB8167,-117.18078,34.16334,"c(-117.18078, 34.16334)"
801RB8179,-117.46747,33.76965,"c(-117.46747, 33.76965)"
801RB8191,-117.47872,33.96538,"c(-117.47872, 33.96538)"
801RB8197,-117.70095,33.98347,"c(-117.70095, 33.98347)"
801RB8201,-117.5407,34.07637,"c(-117.5407, 34.07637)"
801RB8207,-117.092737,33.974684,"c(-117.092737, 33.974684)"
801RB8229,-117.50814,33.83284,"c(-117.50814, 33.83284)"
801RB8236,-117.42842,33.74514,"c(-117.42842, 33.74514)"
801RB8240,-117.08667,34.16755,"c(-117.08667, 34.16755)"
801RB8254,-116.9835,34.1747,"c(-116.9835, 34.1747)"
801RB8262,-117.57578,33.89362,"c(-117.57578, 33.89362)"
801RB8274,-117.18292,34.17319,"c(-117.18292, 34.17319)"
801RB8277,-117.25451,34.19005,"c(-117.25451, 34.19005)"
801RB8289,-117.45338,34.2861,"c(-117.45338, 34.2861)"
801RB8293,-117.48843,33.78703,"c(-117.48843, 33.78703)"
801RB8294,-117.48984,33.96715,"c(-117.48984, 33.96715)"
801RB8299,-117.88258,33.6895,"c(-117.88258, 33.6895)"
801RB8304,-117.14981,34.18452,"c(-117.14981, 34.18452)"
801RB8309,-117.45252,34.27052,"c(-117.45252, 34.27052)"
801RB8312,-117.53012,33.95718,"c(-117.53012, 33.95718)"
801RB8317,-117.37229,34.23683,"c(-117.37229, 34.23683)"
801RB8327,-117.42639,34.23325,"c(-117.42639, 34.23325)"
801RB8333,-116.86494,34.0767,"c(-116.86494, 34.0767)"
801RB8339,-117.46598,33.76507,"c(-117.46598, 33.76507)"
801RB8344,-116.8125,34.16708,"c(-116.8125, 34.16708)"
801RB8356,-117.58815,33.9313,"c(-117.58815, 33.9313)"
801RB8361,-117.44789,33.96825,"c(-117.44789, 33.96825)"
801RB8376,-116.82663,34.17032,"c(-116.82663, 34.17032)"
801RB8380,-116.88019,34.16588,"c(-116.88019, 34.16588)"
801RB8387,-117.16494,34.00455,"c(-117.16494, 34.00455)"
801RB8395,-117.60105,33.96861,"c(-117.60105, 33.96861)"
801RB8396,-117.43232,34.23603,"c(-117.43232, 34.23603)"
801RB8400,-117.50925,33.83012,"c(-117.50925, 33.83012)"
801RB8403,-117.67799,33.9629,"c(-117.67799, 33.9629)"
801RB8404,-117.54088,34.06094,"c(-117.54088, 34.06094)"
801RB8407,-116.79797,34.16073,"c(-116.79797, 34.16073)"
801RB8415,-117.06465,34.07545,"c(-117.06465, 34.07545)"
801RB8436,-117.01052,34.17644,"c(-117.01052, 34.17644)"
801RB8439,-117.53366,33.86874,"c(-117.53366, 33.86874)"
801RB8445,-116.93403,34.16543,"c(-116.93403, 34.16543)"
801RB8448,-116.94653,34.18209,"c(-116.94653, 34.18209)"
801RB8450,-117.51076,33.97088,"c(-117.51076, 33.97088)"
801RB8467,-117.47785,33.7827,"c(-117.47785, 33.7827)"
801RB8474,-117.62388,34.2477,"c(-117.62388, 34.2477)"
801RB8478,-116.9455,34.17358,"c(-116.9455, 34.17358)"
801RB8483,-117.45662,34.25114,"c(-117.45662, 34.25114)"
801RB8494,-117.47379,33.96292,"c(-117.47379, 33.96292)"
801RB8501,-116.94243,34.09189,"c(-116.94243, 34.09189)"
801RB8511,-117.65601,33.73535,"c(-117.65601, 33.73535)"
801RB8512,-117.01221,34.17309,"c(-117.01221, 34.17309)"
801RB8521,-117.69632,33.98169,"c(-117.69632, 33.98169)"
801RB8533,-117.04279,34.08739,"c(-117.04279, 34.08739)"
801RB8549,-117.88128,33.65914,"c(-117.88128, 33.65914)"
801RB8558,-117.53842,33.87139,"c(-117.53842, 33.87139)"
801RB8559,-117.21351,34.03535,"c(-117.21351, 34.03535)"
801RB8566,-117.59857,33.99869,"c(-117.59857, 33.99869)"
801RB8567,-117.082221,33.971554,"c(-117.082221, 33.971554)"
801RB8572,-117.29098,34.06755,"c(-117.29098, 34.06755)"
801RB8575,-116.99337,34.09862,"c(-116.99337, 34.09862)"
801RB8590,-116.83406,34.17256,"c(-116.83406, 34.17256)"
801RB8593,-117.87577,33.69836,"c(-117.87577, 33.69836)"
801RB8594,-117.5538,33.94612,"c(-117.5538, 33.94612)"
801RB8598,-117.54008,34.119657,"c(-117.54008, 34.119657)"
801RB8601,-117.58648,34.02631,"c(-117.58648, 34.02631)"
801RB8607,-116.8662,34.18269,"c(-116.8662, 34.18269)"
801RB8613,-117.12769,33.98491,"c(-117.12769, 33.98491)"
801RB8618,-116.80664,34.16124,"c(-116.80664, 34.16124)"
801RB8622,-117.35659,33.80956,"c(-117.35659, 33.80956)"
801RB8629,-117.06491,33.9584,"c(-117.06491, 33.9584)"
801RB8751,-117.27421,34.19146,"c(-117.27421, 34.19146)"
801S00135,-116.87858,34.07819,"c(-116.87858, 34.07819)"
801S00375,-117.15272,34.10902,"c(-117.15272, 34.10902)"
801S00791,-117.44664,34.2792,"c(-117.44664, 34.2792)"
801S00903,-116.8473,34.17832,"c(-116.8473, 34.17832)"
801S01367,-117.32889,34.21451,"c(-117.32889, 34.21451)"
801S01383,-117.54181,34.06636,"c(-117.54181, 34.06636)"
801S01523,-116.98226,34.09536,"c(-116.98226, 34.09536)"
801S01559,-117.45726,34.20984,"c(-117.45726, 34.20984)"
801S01655,-117.06359,34.0805,"c(-117.06359, 34.0805)"
801S01671,-116.82558,34.16963,"c(-116.82558, 34.16963)"
801S01783,-117.27275,34.19018,"c(-117.27275, 34.19018)"
801S01805,-117.14229,33.98668,"c(-117.14229, 33.98668)"
801S02059,-117.30727,34.06182,"c(-117.30727, 34.06182)"
801S02123,-117.20168,34.10814,"c(-117.20168, 34.10814)"
801S02167,-117.15956,34.1045,"c(-117.15956, 34.1045)"
801S02464,-117.64321,34.24635,"c(-117.64321, 34.24635)"
801S02567,-116.89688,34.18472,"c(-116.89688, 34.18472)"
801S02573,-117.17765,34.01345,"c(-117.17765, 34.01345)"
801S02749,-117.37436,33.93015,"c(-117.37436, 33.93015)"
801S03111,-117.61053,34.24536,"c(-117.61053, 34.24536)"
801S03133,-117.5996,34.00169,"c(-117.5996, 34.00169)"
801S03533,-117.19139,34.02314,"c(-117.19139, 34.02314)"
801S03687,-117.58255,34.08311,"c(-117.58255, 34.08311)"
801S04078,-117.72327,33.99762,"c(-117.72327, 33.99762)"
801S04471,-117.14756,34.11107,"c(-117.14756, 34.11107)"
801S05127,-117.00968,34.18282,"c(-117.00968, 34.18282)"
801S05383,-117.01547,34.16563,"c(-117.01547, 34.16563)"
801S06231,-117.43019,34.23298,"c(-117.43019, 34.23298)"
801S06679,-117.46938,34.26188,"c(-117.46938, 34.26188)"
801S07485,-117.61405,33.94733,"c(-117.61405, 33.94733)"
801S08183,-117.30433,34.07334,"c(-117.30433, 34.07334)"
801S08727,-117.46178,34.2171,"c(-117.46178, 34.2171)"
801S09591,-117.16675,34.10396,"c(-117.16675, 34.10396)"
801S10259,-117.69845,33.64888,"c(-117.69845, 33.64888)"
801S16169,-117.59351,33.74655,"c(-117.59351, 33.74655)"
801S19286,-117.78828,33.71866,"c(-117.78828, 33.71866)"
801S19399,-117.76224,33.65551,"c(-117.76224, 33.65551)"
801S19486,-117.82699,33.67625,"c(-117.82699, 33.67625)"
801SAN068,-117.64123,34.2575,"c(-117.64123, 34.2575)"
801SANT1x,-117.61456,33.70885,"c(-117.61456, 33.70885)"
801SAR011,-117.7835252,33.850751,"c(-117.7835252, 33.850751)"
801SAR087,-116.80945,34.16287,"c(-116.80945, 34.16287)"
801SAR110,-117.46518,33.96468,"c(-117.46518, 33.96468)"
801SAR124,-117.07716,34.12656,"c(-117.07716, 34.12656)"
801SAR151,-117.39614,33.98873,"c(-117.39614, 33.98873)"
801SAR165,-117.47533,33.96358,"c(-117.47533, 33.96358)"
801SAR168,-116.84726,34.17865,"c(-116.84726, 34.17865)"
801SAR334,-116.8773,34.18321,"c(-116.8773, 34.18321)"
801SAR351,-117.51806,33.97295,"c(-117.51806, 33.97295)"
801SAR528,-117.71305,33.87273,"c(-117.71305, 33.87273)"
801SBCATC,-117.22897,34.2025,"c(-117.22897, 34.2025)"
801SCASxx,-117.61214,33.74697,"c(-117.61214, 33.74697)"
801SCLCRx,-117.64125,33.74792,"c(-117.64125, 33.74792)"
801SDC178,-117.81066,33.6824,"c(-117.81066, 33.6824)"
801SDC180,-117.78944,33.67623,"c(-117.78944, 33.67623)"
801SDC418,-117.8069,33.68077,"c(-117.8069, 33.68077)"
801SDC504,-117.76426,33.65657,"c(-117.76426, 33.65657)"
801SGB017,-117.79327,33.8702,"c(-117.79327, 33.8702)"
801SNP001,-117.50727,34.2442,"c(-117.50727, 34.2442)"
801SNP002,-117.64111,34.2559,"c(-117.64111, 34.2559)"
801STC071,-117.67887,33.75347,"c(-117.67887, 33.75347)"
801STC142,-117.68839,33.77361,"c(-117.68839, 33.77361)"
801STC149,-117.67927,33.76593,"c(-117.67927, 33.76593)"
801STC532,-117.83864,33.77896,"c(-117.83864, 33.77896)"
801STW051,-117.15212,33.99512,"c(-117.15212, 33.99512)"
801STW055,-117.21973,34.0396,"c(-117.21973, 34.0396)"
801STW085,-117.23238,34.0499,"c(-117.23238, 34.0499)"
801STW208,-117.16428,34.0023,"c(-117.16428, 34.0023)"
801TMW153,-117.49803,33.81584,"c(-117.49803, 33.81584)"
801TMW162,-117.4173,33.73786,"c(-117.4173, 33.73786)"
801WBC106,-116.88528,34.15508,"c(-116.88528, 34.15508)"
801WCC247,-117.18359,34.18771,"c(-117.18359, 34.18771)"
801WCC446,-117.18567,34.18543,"c(-117.18567, 34.18543)"
801WE1032,-117.50039,33.96165,"c(-117.50039, 33.96165)"
801XXX046,-117.71949,33.79096,"c(-117.71949, 33.79096)"
801XXX112,-117.46974,34.26148,"c(-117.46974, 34.26148)"
801XXX118,-117.47566,34.27906,"c(-117.47566, 34.27906)"
801XXX259,-117.09505,34.07638,"c(-117.09505, 34.07638)"
801XXX305,-117.80066,33.70892,"c(-117.80066, 33.70892)"
802HYC267,-116.67871,33.67606,"c(-116.67871, 33.67606)"
802HYC496,-116.68416,33.68738,"c(-116.68416, 33.68738)"
802INC155,-116.77699,33.80703,"c(-116.77699, 33.80703)"
802INC172,-116.8323,33.78651,"c(-116.8323, 33.78651)"
802INC635,-116.78271,33.80349,"c(-116.78271, 33.80349)"
802NJR147,-116.74714,33.79427,"c(-116.74714, 33.79427)"
802NJR160,-116.8102,33.73134,"c(-116.8102, 33.73134)"
802NJR163,-116.74829,33.79478,"c(-116.74829, 33.79478)"
802NJR543,-116.73208,33.80281,"c(-116.73208, 33.80281)"
802PVD243,-117.20878,33.82798,"c(-117.20878, 33.82798)"
802RB8107,-116.8134,33.64599,"c(-116.8134, 33.64599)"
802RB8196,-116.72637,33.77782,"c(-116.72637, 33.77782)"
802RB8218,-116.74103,33.80842,"c(-116.74103, 33.80842)"
802RB8297,-116.81235,33.80968,"c(-116.81235, 33.80968)"
802RB8322,-116.77714,33.70945,"c(-116.77714, 33.70945)"
802RB8405,-116.74243,33.77408,"c(-116.74243, 33.77408)"
802RB8513,-116.76079,33.72033,"c(-116.76079, 33.72033)"
802RB8605,-116.72533,33.73825,"c(-116.72533, 33.73825)"
802RB8688,-116.705,33.7519,"c(-116.705, 33.7519)"
802S03234,-116.62741,33.66152,"c(-116.62741, 33.66152)"
802S09698,-116.70739,33.7459,"c(-116.70739, 33.7459)"
802S10146,-116.73356,33.70541,"c(-116.73356, 33.70541)"
802S11394,-116.7678,33.71296,"c(-116.7678, 33.71296)"
802S25288,-116.76214,33.71951,"c(-116.76214, 33.71951)"
802S25949,-116.7482,33.79441,"c(-116.7482, 33.79441)"
802S26909,-117.27518,33.66638,"c(-117.27518, 33.66638)"
802S27709,-117.29,33.6627,"c(-117.29, 33.6627)"
802S33361,-116.72515,33.73906,"c(-116.72515, 33.73906)"
802S33561,-116.7103,33.74356,"c(-116.7103, 33.74356)"
802S37697,-117.21403,33.87962,"c(-117.21403, 33.87962)"
802S45233,-116.77878,33.76997,"c(-116.77878, 33.76997)"
802SJC453,-116.82834,33.73882,"c(-116.82834, 33.73882)"
802SJR116,-117.2787,33.66396,"c(-117.2787, 33.66396)"
802SJR587,-116.80423,33.72206,"c(-116.80423, 33.72206)"
802SNC070,-116.7675,33.77122,"c(-116.7675, 33.77122)"
802SWC020,-116.6902,33.76698,"c(-116.6902, 33.76698)"
802SWC206,-116.74047,33.73283,"c(-116.74047, 33.73283)"
802SWC270,-116.74809,33.72944,"c(-116.74809, 33.72944)"
802SWC375,-116.70164,33.75657,"c(-116.70164, 33.75657)"
802SWC419,-116.71364,33.74266,"c(-116.71364, 33.74266)"
802SWC535,-116.72374,33.73919,"c(-116.72374, 33.73919)"
845CTC480,-118.08258,33.80415,"c(-118.08258, 33.80415)"
845M10601,-117.88829,33.90791,"c(-117.88829, 33.90791)"
845RB8175,-117.88023,33.85954,"c(-117.88023, 33.85954)"
845RB8275,-117.88785,33.85756,"c(-117.88785, 33.85756)"
845RB8441,-117.90065,33.85423,"c(-117.90065, 33.85423)"
845RB8633,-118.01959,33.87181,"c(-118.01959, 33.87181)"
901ACCCRx,-117.74303,33.51422,"c(-117.74303, 33.51422)"
901ACPPDx,-117.71497,33.57517,"c(-117.71497, 33.57517)"
901ATCAAS,-117.50159,33.68264,"c(-117.50159, 33.68264)"
901ATCTCx,-117.54708,33.67478,"c(-117.54708, 33.67478)"
901BCCBCT,-117.56508,33.56903,"c(-117.56508, 33.56903)"
