StationCode,longitude,latitude,HUC_12,gage_id,ID,NHDV1_COMID,NHDV2_COMID,STATION_NAME,SampleID
519PS0450,-121.3948,38.73351,180201110105,11447293,T11447293,15022307,15022307,DRY C A VERNON ST BRIDGE A ROSEVILLE CA,519PS0450_07182011_BMI_RWB_1
519PS0646,-121.4101,38.51449,180201630402,11336580,T11336580,15040355,15040355,MORRISON C NR SACRAMENTO CA,519PS0646_05272014_BMI_RWB_1
520PS0199,-121.73127,39.71005,180201580202,11390000,T11390000,1680009,1680009,BUTTE C NR CHICO CA,520PS0199_08232010_BMI_RWB_1
520PS0455,-121.77437,39.70275,180201580202,11390000,T11390000,1680009,1680009,BUTTE C NR CHICO CA,520PS0455_07222013_BMI_RWB_1
521BCDMRx,-121.61836,39.90889,180201580202,11390000,T11390000,1680009,1680009,BUTTE C NR CHICO CA,521BCDMRx_10102002_BMI_CSBP_Trans_1
521BCRBRx,-121.67278,39.76694,180201580202,11390000,T11390000,1680009,1680009,BUTTE C NR CHICO CA,521BCRBRx_10102002_BMI_CSBP_Trans_1
521PS0663,-121.67642,39.75879,180201580202,11390000,T11390000,1680009,1680009,BUTTE C NR CHICO CA,521PS0663_06162014_BMI_RWB_1
524PS0394,-122.5513,40.5856,180201540106,11372000,T11372000,2495296,2495296,CLEAR C NR IGO CA,524PS0394_07192012_BMI_RWB_1
532TGR001,-120.45322,38.4765,180400120404,11316600,T11316600,17055970,17055970,NF MOKELUMNE R AB TIGER C CA,532TGR001_09202005_BMI_RWB_1
532TGR001,-120.45322,38.4765,180400120404,11316605,T11316605,17055724,17055724,TIGER C BL REGULATOR RES NR PIONEER CA,532TGR001_09202005_BMI_RWB_1
532TGRUPX,-120.44688,38.48525,180400120404,11316600,T11316600,17055970,17055970,NF MOKELUMNE R AB TIGER C CA,532TGRUPX_09222005_BMI_RWB_1
532TGRUPX,-120.44688,38.48525,180400120404,11316605,T11316605,17055724,17055724,TIGER C BL REGULATOR RES NR PIONEER CA,532TGRUPX_09222005_BMI_RWB_1
534DCC167,-120.01115,38.44072,180400100301,11293600,T11293600,342483,342483,NF STANISLAUS R BL DIV DAM NR BIG MDW CA,534DCC167_08142013_BMI_RWB_1
534PS0043,-120.08842,38.16445,180400100502,11296500,T11296500,343249,343249,SF STANISLAUS R A STRAWBERRY CA,534PS0043_07292009_BMI_RWB_1
536SED108,-119.90423,37.86869,180400090602,11282000,T11282000,17078467,17078467,M TUOLUMNE R A OAKLAND RECREATION CAMP CA,536SED108_08152006_BMI_RWB_1
536STR127,-119.96321,37.80924,180400090702,11281000,T11281000,17078519,17078519,SF TUOLUMNE R NR OAKLAND RECREATION CAMP CA,536STR127_06172013_BMI_RWB_1
540PS0258,-119.35303,37.16506,180400061002,11239300,T11239300,17116249,17116249,NF STEVENSON C A PERIMETER RD NR BIG C CA,540PS0258_08312011_BMI_RWB_1
540PS0258,-119.35303,37.16506,180400061002,11241500,T11241500,17115711,17115711,STEVENSON C A SHAVER LK CA,540PS0258_08312011_BMI_RWB_1
540SED114,-119.56684,37.40073,180400061101,11242400,T11242400,17115031,17115031,NF WILLOW C NR SUGAR PINE CA,540SED114_06182007_BMI_RWB_1
540SED114,-119.56684,37.40073,180400061101,11244000,T11244000,17115319,17115319,NF WILLOW C NR BASS LAKE CA,540SED114_06182007_BMI_RWB_1
541OSCHW5,-121.10955,37.32936,180400020104,11274500,T11274500,2828012,2828012,ORESTIMBA C NR NEWMAN CA,541OSCHW5_06282005_BMI_RWB_1
541OSCHW5,-121.10955,37.32936,180400020104,11274538,T11274538,2827158,2827158,ORESTIMBA CR AT RIVER RD NR CROWS LANDING CA,541OSCHW5_06282005_BMI_RWB_1
553KRMAPC,-118.76061,36.51978,180300070103,11206500,T11206500,14924435,948030127,MF KAWEAH R NR POTWISHA CAMP(RIVER ONLY) CA,553KRMAPC_08222011_BMI_RWB_1
554PS0448,-118.25896,35.68173,180300020702,11189500,T11189500,14961121,14961121,SF KERN R NR ONYX CA,554PS0448_07072009_BMI_RWB_1
554PS0946,-118.19267,35.70752,180300020702,11189500,T11189500,14961121,14961121,SF KERN R NR ONYX CA,554PS0946_08232011_BMI_RWB_1
603MAM004,-118.89639,37.63956,180901020205,10265150,T10265150,20273931,20273931,HOT C A FLUME NR MAMMOTH LAKES CA,603MAM004_06301999_BMI_SNARL_1
626PS0171,-118.01537,34.44752,180902061102,10264000,T10264000,22681934,22681934,LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA,626PS0171_05152008_BMI_RWB_1
626PS1195,-118.01719,34.4546,180902061102,10264000,T10264000,22681934,22681934,LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA,626PS1195_05232013_BMI_RWB_1
628PS1179,-117.1669,34.339,180902080104,10260500,T10260500,22660265,22660265,DEEP C NR HESPERIA CA,628PS1179_06062012_BMI_RWB_1
628PS1307,-117.22679,34.34422,180902080104,10260500,T10260500,22660265,22660265,DEEP C NR HESPERIA CA,628PS1307_05212013_BMI_RWB_1
630PS0005,-119.22584,38.0658,160503010103,10289000,T10289000,8915923,8915923,VIRGINIA CK NR BRIDGEPORT CA,630PS0005_09152015_BMI_RWB_1
630RBS003,-119.32078,38.19977,160503010108,10290500,T10290500,8915935,8915935,"ROBINSON C AT TWIN LKS OUTLET NR BRIDGEPORT, CA",630RBS003_07252000_BMI_SNARL_1
630RBS004,-119.31891,38.1917,160503010108,10290500,T10290500,8915935,8915935,"ROBINSON C AT TWIN LKS OUTLET NR BRIDGEPORT, CA",630RBS004_08171999_BMI_SNARL_1
633PS0142,-119.7778,38.80733,160502010304,10310000,T10310000,8924041,8924041,"WEST FORK CARSON RIVER AT WOODFORDS, CA",633PS0142_06302014_BMI_RWB_1
633WCR001,-119.79241,38.7908,160502010304,10310000,T10310000,8924041,8924041,"WEST FORK CARSON RIVER AT WOODFORDS, CA",633WCR001_08261999_BMI_SNARL_1
634BLW001,-120.16167,39.10762,160501010403,10336660,T10336660,8941693,8941693,BLACKWOOD C NR TAHOE CITY CA,634BLW001_08192005_BMI_RWB_1
634BLW001,-120.16167,39.10762,160501010403,10336676,T10336676,8941685,8941685,WARD C AT HWY 89 NR TAHOE PINES CA,634BLW001_08192005_BMI_RWB_1
634GEN001,-120.14319,39.04401,160501010402,10336645,T10336645,8941733,8941733,GENERAL C NR MEEKS BAY CA,634GEN001_08302000_BMI_SNARL_1
634HID001,-119.96403,38.87197,160501010302,10336770,T10336770,8944527,8944527,TROUT CK AT USFS RD 12N01 NR MEYERS CA,634HID001_07302001_BMI_SNARL_1
634HID001,-119.96403,38.87197,160501010302,10336780,T10336780,8944453,8944453,TROUT CREEK NR TAHOE VALLEY CALIF,634HID001_07302001_BMI_SNARL_1
634HID001,-119.96403,38.87197,160501010302,10336775,T10336775,8944479,8944479,TROUT CK AT PIONEER TRAIL NR SOUTH LAKE TAHOE CA,634HID001_07302001_BMI_SNARL_1
634PS0131,-120.01924,38.82055,160501010303,10336610,T10336610,8944439,8944439,UPPER TRUCKEE RIVER AT SOUTH LAKE TAHOE CALIF,634PS0131_08202013_BMI_RWB_1
634PS0131,-120.01924,38.82055,160501010303,103366092,T103366092,8943677,8943677,UPPER TRUCKEE R AT HWY 50 ABOVE MEYERS CA,634PS0131_08202013_BMI_RWB_1
634R10UTR,-120.02978,38.77875,160501010301,10336580,T10336580,8943705,8943705,UPPER TRUCKEE R AT S UPPER TRUCKEE RD NR MEYERS CA,634R10UTR_09282011_BMI_RWB_1
634SED031,-120.18941,39.10844,160501010403,10336660,T10336660,8941693,8941693,BLACKWOOD C NR TAHOE CITY CA,634SED031_07202006_BMI_RWB_1
634SED031,-120.18941,39.10844,160501010403,10336676,T10336676,8941685,8941685,WARD C AT HWY 89 NR TAHOE PINES CA,634SED031_07202006_BMI_RWB_1
634SED033,-120.14784,39.04386,160501010402,10336645,T10336645,8941733,8941733,GENERAL C NR MEEKS BAY CA,634SED033_07192006_BMI_RWB_1
634SED050,-120.1883,39.13884,160501010403,10336660,T10336660,8941693,8941693,BLACKWOOD C NR TAHOE CITY CA,634SED050_07212006_BMI_RWB_1
634SED050,-120.1883,39.13884,160501010403,10336676,T10336676,8941685,8941685,WARD C AT HWY 89 NR TAHOE PINES CA,634SED050_07212006_BMI_RWB_1
634SED096,-119.96678,38.89632,160501010302,10336770,T10336770,8944527,8944527,TROUT CK AT USFS RD 12N01 NR MEYERS CA,634SED096_07182006_BMI_RWB_1
634SED096,-119.96678,38.89632,160501010302,10336780,T10336780,8944453,8944453,TROUT CREEK NR TAHOE VALLEY CALIF,634SED096_07182006_BMI_RWB_1
634SED096,-119.96678,38.89632,160501010302,10336775,T10336775,8944479,8944479,TROUT CK AT PIONEER TRAIL NR SOUTH LAKE TAHOE CA,634SED096_07182006_BMI_RWB_1
634TRT001,-119.94267,38.85711,160501010302,10336770,T10336770,8944527,8944527,TROUT CK AT USFS RD 12N01 NR MEYERS CA,634TRT001_08232001_BMI_SNARL_1
634TRT001,-119.94267,38.85711,160501010302,10336780,T10336780,8944453,8944453,TROUT CREEK NR TAHOE VALLEY CALIF,634TRT001_08232001_BMI_SNARL_1
634TRT001,-119.94267,38.85711,160501010302,10336775,T10336775,8944479,8944479,TROUT CK AT PIONEER TRAIL NR SOUTH LAKE TAHOE CA,634TRT001_08232001_BMI_SNARL_1
634TRT002,-119.9764,38.93009,160501010302,10336770,T10336770,8944527,8944527,TROUT CK AT USFS RD 12N01 NR MEYERS CA,634TRT002_09132007_BMI_RWB_1
634TRT002,-119.9764,38.93009,160501010302,10336780,T10336780,8944453,8944453,TROUT CREEK NR TAHOE VALLEY CALIF,634TRT002_09132007_BMI_RWB_1
634TRT002,-119.9764,38.93009,160501010302,10336775,T10336775,8944479,8944479,TROUT CK AT PIONEER TRAIL NR SOUTH LAKE TAHOE CA,634TRT002_09132007_BMI_RWB_1
634TRT003,-119.97239,38.91322,160501010302,10336770,T10336770,8944527,8944527,TROUT CK AT USFS RD 12N01 NR MEYERS CA,634TRT003_09132007_BMI_RWB_1
634TRT003,-119.97239,38.91322,160501010302,10336780,T10336780,8944453,8944453,TROUT CREEK NR TAHOE VALLEY CALIF,634TRT003_09132007_BMI_RWB_1
634TRT003,-119.97239,38.91322,160501010302,10336775,T10336775,8944479,8944479,TROUT CK AT PIONEER TRAIL NR SOUTH LAKE TAHOE CA,634TRT003_09132007_BMI_RWB_1
634TRU231,-120.01746,38.81027,160501010303,10336610,T10336610,8944439,8944439,UPPER TRUCKEE RIVER AT SOUTH LAKE TAHOE CALIF,634TRU231_07292014_BMI_RWB_1
634TRU231,-120.01746,38.81027,160501010303,103366092,T103366092,8943677,8943677,UPPER TRUCKEE R AT HWY 50 ABOVE MEYERS CA,634TRU231_07292014_BMI_RWB_1
634UTR001,-119.99056,38.90969,160501010303,10336610,T10336610,8944439,8944439,UPPER TRUCKEE RIVER AT SOUTH LAKE TAHOE CALIF,634UTR001_09192000_BMI_SNARL_1
634UTR001,-119.99056,38.90969,160501010303,103366092,T103366092,8943677,8943677,UPPER TRUCKEE R AT HWY 50 ABOVE MEYERS CA,634UTR001_09192000_BMI_SNARL_1
634UTR002,-119.99113,38.91047,160501010303,10336610,T10336610,8944439,8944439,UPPER TRUCKEE RIVER AT SOUTH LAKE TAHOE CALIF,634UTR002_09192000_BMI_SNARL_1
634UTR002,-119.99113,38.91047,160501010303,103366092,T103366092,8943677,8943677,UPPER TRUCKEE R AT HWY 50 ABOVE MEYERS CA,634UTR002_09192000_BMI_SNARL_1
634UTR003,-119.99497,38.88372,160501010303,10336610,T10336610,8944439,8944439,UPPER TRUCKEE RIVER AT SOUTH LAKE TAHOE CALIF,634UTR003_09202000_BMI_SNARL_1
634UTR003,-119.99497,38.88372,160501010303,103366092,T103366092,8943677,8943677,UPPER TRUCKEE R AT HWY 50 ABOVE MEYERS CA,634UTR003_09202000_BMI_SNARL_1
634UTR004,-120.00106,38.87888,160501010303,10336610,T10336610,8944439,8944439,UPPER TRUCKEE RIVER AT SOUTH LAKE TAHOE CALIF,634UTR004_09202000_BMI_SNARL_1
634UTR004,-120.00106,38.87888,160501010303,103366092,T103366092,8943677,8943677,UPPER TRUCKEE R AT HWY 50 ABOVE MEYERS CA,634UTR004_09202000_BMI_SNARL_1
634UTR005,-120.02308,38.86235,160501010303,10336610,T10336610,8944439,8944439,UPPER TRUCKEE RIVER AT SOUTH LAKE TAHOE CALIF,634UTR005_09212000_BMI_SNARL_1
634UTR005,-120.02308,38.86235,160501010303,103366092,T103366092,8943677,8943677,UPPER TRUCKEE R AT HWY 50 ABOVE MEYERS CA,634UTR005_09212000_BMI_SNARL_1
634UTR006,-120.01969,38.83748,160501010303,10336610,T10336610,8944439,8944439,UPPER TRUCKEE RIVER AT SOUTH LAKE TAHOE CALIF,634UTR006_09222000_BMI_SNARL_1
634UTR006,-120.01969,38.83748,160501010303,103366092,T103366092,8943677,8943677,UPPER TRUCKEE R AT HWY 50 ABOVE MEYERS CA,634UTR006_09222000_BMI_SNARL_1
634UTR007,-120.01853,38.83341,160501010303,10336610,T10336610,8944439,8944439,UPPER TRUCKEE RIVER AT SOUTH LAKE TAHOE CALIF,634UTR007_09222000_BMI_SNARL_1
634UTR007,-120.01853,38.83341,160501010303,103366092,T103366092,8943677,8943677,UPPER TRUCKEE R AT HWY 50 ABOVE MEYERS CA,634UTR007_09222000_BMI_SNARL_1
634UTR008,-120.01936,38.79337,160501010301,10336580,T10336580,8943705,8943705,UPPER TRUCKEE R AT S UPPER TRUCKEE RD NR MEYERS CA,634UTR008_09212000_BMI_SNARL_1
634UTRADC,-120.01776,38.72996,160501010301,10336580,T10336580,8943705,8943705,UPPER TRUCKEE R AT S UPPER TRUCKEE RD NR MEYERS CA,634UTRADC_08212013_BMI_RWB_1
634WRD001,-120.19072,39.14016,160501010403,10336660,T10336660,8941693,8941693,BLACKWOOD C NR TAHOE CITY CA,634WRD001_09092013_BMI_RWB_1
634WRD001,-120.19072,39.14016,160501010403,10336676,T10336676,8941685,8941685,WARD C AT HWY 89 NR TAHOE PINES CA,634WRD001_09092013_BMI_RWB_1
635PRS001,-120.22514,39.3828,160501020205,10340500,T10340500,8933736,8933736,PROSSER C BL PROSSER C DAM NR TRUCKEE CA,635PRS001_08312000_BMI_SNARL_1
635PS0018,-120.19164,39.17813,160501020202,10337500,T10337500,8934074,8934074,TRUCKEE R A TAHOE CITY CA,635PS0018_07202009_BMI_RWB_1
635PS0018,-120.19164,39.17813,160501020202,10338000,T10338000,8933958,8933958,TRUCKEE R NR TRUCKEE CA,635PS0018_07202009_BMI_RWB_1
635SED039,-120.18781,39.39607,160501020205,10340500,T10340500,8933736,8933736,PROSSER C BL PROSSER C DAM NR TRUCKEE CA,635SED039_06282007_BMI_RWB_1
635WE0628,-120.03276,39.37112,160501020501,10344505,T10344505,8933706,8933706,TRUCKEE R A BOCA BRIDGE NR TRUCKEE CA,635WE0628_08262000_BMI_RWB_1
636IDCBIR,-120.28278,39.48462,160501020102,10343000,T10343000,8933376,8933376,INDEPENDENCE C NR TRUCKEE CA,636IDCBIR_09192007_BMI_CSBP_Trans_1
636IND001,-120.28104,39.48595,160501020102,10343000,T10343000,8933376,8933376,INDEPENDENCE C NR TRUCKEE CA,636IND001_07132001_BMI_SNARL_1
636LTRABR,-120.08369,39.43017,160501020107,10344400,T10344400,8933494,8933494,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,636LTRABR_08182007_BMI_CSBP_Trans_1
636LTRABR,-120.08369,39.43017,160501020107,10344500,T10344500,8933684,8933684,LITTLE TRUCKEE R BL BOCA DAM NR TRUCKEE CA,636LTRABR_08182007_BMI_CSBP_Trans_1
636PS0006,-120.2807,39.48916,160501020102,10343000,T10343000,8933376,8933376,INDEPENDENCE C NR TRUCKEE CA,636PS0006_07212008_BMI_RWB_1
636PS0086,-120.1031,39.4673,160501020107,10344400,T10344400,8933494,8933494,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,636PS0086_09262012_BMI_RWB_1
636PS0086,-120.1031,39.4673,160501020107,10344500,T10344500,8933684,8933684,LITTLE TRUCKEE R BL BOCA DAM NR TRUCKEE CA,636PS0086_09262012_BMI_RWB_1
636SED040,-120.20237,39.43223,160501020104,10343500,T10343500,8933522,8933522,SAGEHEN CR NR TRUCKEE CA,636SED040_06282007_BMI_RWB_1
636SHCH89,-120.23037,39.43691,160501020104,10343500,T10343500,8933522,8933522,SAGEHEN CR NR TRUCKEE CA,636SHCH89_06062004_BMI_CSBP_Trans_1
636SHCWES,-120.24151,39.43105,160501020104,10343500,T10343500,8933522,8933522,SAGEHEN CR NR TRUCKEE CA,636SHCWES_07302013_BMI_RWB_1
719FCA001,-116.54986,33.76092,181002010205,10259000,T10259000,22592131,22592131,ANDREAS C NR PALM SPRINGS CA,719FCA001_06242008_BMI_RWB_1
719MISSCK,-116.62242,34.00778,181002010303,10257600,T10257600,22590267,22590267,MISSION C NR DESERT HOT SPRINGS CA,719MISSCK_05212013_BMI_RWB_1
719TRMDSS,-116.6135,33.84037,181002010304,10257548,T10257548,22593725,948100389,WHITEWATER R A WINDY POINT MAIN CHANNEL CA,719TRMDSS_05152013_BMI_RWB_1
719TRMDSS,-116.6135,33.84037,181002010304,10257550,T10257550,22593725,948100389,WHITEWATER R A WINDY PT NR WHITEWATER CA,719TRMDSS_05152013_BMI_RWB_1
719TRMDSS,-116.6135,33.84037,181002010304,10257720,T10257720,22591957,22591957,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,719TRMDSS_05152013_BMI_RWB_1
722ABSPPC,-116.42925,33.27851,181002030302,10255810,T10255810,22595619,22595619,BORREGO PALM C NR BORREGO SPRINGS CA,722ABSPPC_04132015_BMI_RWB_1
801CBN012,-117.82201,33.91909,180701060605,11075720,T11075720,22527369,22527369,CARBON C BL CARBON CYN DAM CA,801CBN012_05312006_BMI_RWB_1
801CCWFAC,-117.18227,34.1902,180702030504,11055800,T11055800,22555756,22555756,CITY C NR HIGHLAND CA,801CCWFAC_06132005_BMI_CSBP_Comp_1
801CE0152,-117.1803,34.18783,180702030504,11055800,T11055800,22555756,22555756,CITY C NR HIGHLAND CA,801CE0152_07202005_BMI_RWB_1
801ETC226,-117.27421,34.19146,180702030505,11058600,T11058600,22555344,22555344,WATERMAN CANYON CREEK NR ARROWHEAD SPRINGS CA,801ETC226_06262006_BMI_RWB_1
801ETC226,-117.27421,34.19146,180702030505,11058500,T11058500,22555342,22555342,E TWIN C NR ARROWHEAD SPRINGS CA,801ETC226_06262006_BMI_RWB_1
801LYC600,-117.48291,34.23092,180702030305,11062000,T11062000,22554826,22554826,LYTLE C NR FONTANA CA,801LYC600_06232014_BMI_RWB_1
801MIC042,-117.61423,33.94623,180702030705,11073495,T11073495,22563070,22563070,CUCAMONGA C NR MIRA LOMA CA,801MIC042_06132012_BMI_RWB_1
801PLC362,-117.49781,34.23874,180702030305,11062000,T11062000,22554826,22554826,LYTLE C NR FONTANA CA,801PLC362_06172008_BMI_RWB_1
801RB8167,-117.18078,34.16334,180702030504,11055800,T11055800,22555756,22555756,CITY C NR HIGHLAND CA,801RB8167_06162010_BMI_RWB_1
801RB8274,-117.18292,34.17319,180702030504,11055800,T11055800,22555756,22555756,CITY C NR HIGHLAND CA,801RB8274_06172010_BMI_RWB_1
801RB8277,-117.25451,34.19005,180702030505,11058600,T11058600,22555344,22555344,WATERMAN CANYON CREEK NR ARROWHEAD SPRINGS CA,801RB8277_05272010_BMI_RWB_1
801RB8277,-117.25451,34.19005,180702030505,11058500,T11058500,22555342,22555342,E TWIN C NR ARROWHEAD SPRINGS CA,801RB8277_05272010_BMI_RWB_1
801RB8387,-117.16494,34.00455,180702030403,11057500,T11057500,22557960,22557960,SAN TIMOTEO C NR LOMA LINDA CA,801RB8387_05192010_BMI_RWB_1
801RB8567,-117.082221,33.971554,180702030403,11057500,T11057500,22557960,22557960,SAN TIMOTEO C NR LOMA LINDA CA,801RB8567_06152010_BMI_RWB_MCM_1
801RB8629,-117.06491,33.9584,180702030403,11057500,T11057500,22557960,22557960,SAN TIMOTEO C NR LOMA LINDA CA,801RB8629_07142011_BMI_RWB_1
801RB8751,-117.27421,34.19146,180702030505,11058600,T11058600,22555344,22555344,WATERMAN CANYON CREEK NR ARROWHEAD SPRINGS CA,801RB8751_06202012_BMI_RWB_1
801RB8751,-117.27421,34.19146,180702030505,11058500,T11058500,22555342,22555342,E TWIN C NR ARROWHEAD SPRINGS CA,801RB8751_06202012_BMI_RWB_1
801S01367,-117.32889,34.21451,180702030304,11063680,T11063680,22554872,22554872,DEVIL CYN C NR SAN BERNARDINO CA,801S01367_06232011_BMI_RWB_1
801S01559,-117.45726,34.20984,180702030305,11062000,T11062000,22554826,22554826,LYTLE C NR FONTANA CA,801S01559_06212011_BMI_RWB_1
801STW085,-117.23238,34.0499,180702030403,11057500,T11057500,22557960,22557960,SAN TIMOTEO C NR LOMA LINDA CA,801STW085_06192012_BMI_RWB_1
801STW208,-117.16428,34.0023,180702030403,11057500,T11057500,22557960,22557960,SAN TIMOTEO C NR LOMA LINDA CA,801STW208_06172007_BMI_RWB_1
801WE0806,-117.13313,34.14972,180702030503,11055500,T11055500,22555860,22555860,PLUNGE C NR EAST HIGHLANDS CA,801WE0806_06202001_BMI_CSBP_Trans_1
801WE1043,-117.18064,34.17289,180702030504,11055800,T11055800,22555756,22555756,CITY C NR HIGHLAND CA,801WE1043_06142005_BMI_CSBP_Comp_1
801WE1127,-117.25876,34.18401,180702030505,11058600,T11058600,22555344,22555344,WATERMAN CANYON CREEK NR ARROWHEAD SPRINGS CA,801WE1127_06132002_BMI_RWB_1
801WE1127,-117.25876,34.18401,180702030505,11058500,T11058500,22555342,22555342,E TWIN C NR ARROWHEAD SPRINGS CA,801WE1127_06132002_BMI_RWB_1
802S26909,-117.27518,33.66638,180702020307,11070500,T11070500,22534666,22534666,SAN JACINTO R NR ELSINORE CA,802S26909_05312010_BMI_RWB_1
802S27709,-117.29,33.6627,180702020307,11070500,T11070500,22534666,22534666,SAN JACINTO R NR ELSINORE CA,802S27709_05312010_BMI_RWB_1
802SJC453,-116.82834,33.73882,180702020107,11069500,T11069500,22535256,22535256,SAN JACINTO R NR SAN JACINTO,802SJC453_04202007_BMI_RWB_1
802SJR116,-117.2787,33.66396,180702020307,11070500,T11070500,22534666,22534666,SAN JACINTO R NR ELSINORE CA,802SJR116_06212006_BMI_RWB_1
845PS0011,-117.89742,33.88053,180701060604,11089500,T11089500,22527373,22527373,FULLERTON C BL FULLERTON DAM NR BREA CA,845PS0011_05142008_BMI_RWB_1
845RB8441,-117.90065,33.85423,180701060605,11075720,T11075720,22527369,22527369,CARBON C BL CARBON CYN DAM CA,845RB8441_05252010_BMI_RWB_1
901M14118,-117.62739,33.6098,180703010103,11047300,T11047300,20350681,20350681,ARROYO TRABUCO A SAN JUAN CAPISTRANO CA,901M14118_04302015_BMI_RWB_1
901PS0057,-117.66957,33.52977,180703010103,11047300,T11047300,20350681,20350681,ARROYO TRABUCO A SAN JUAN CAPISTRANO CA,901PS0057_05142008_BMI_RWB_1
901S11685,-117.6348,33.5099,180703010104,11046530,T11046530,20348919,20348919,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,901S11685_05312012_BMI_RWB_1
901S12942,-117.6785,33.4779,180703010104,11046530,T11046530,20348919,20348919,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,901S12942_05302012_BMI_RWB_1
901S39498,-117.66532,33.49038,180703010104,11046530,T11046530,20348919,20348919,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,901S39498_05182010_BMI_RWB_1
901S45253,-117.62613,33.51442,180703010104,11046530,T11046530,20348919,20348919,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,901S45253_05182010_BMI_RWB_1
901SJC74x,-117.62372,33.51917,180703010104,11046530,T11046530,20348919,20348919,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,901SJC74x_05171999_BMI_CSBP_Trans_1
901SJSJC9,-117.67577,33.48442,180703010104,11046530,T11046530,20348919,20348919,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,901SJSJC9_05052008_BMI_RWB_MCM_1
901SJSMT3,-117.47067,33.47056,180703010203,11046300,T11046300,20351605,20351605,SAN MATEO C NR SAN CLEMENTE CA,901SJSMT3_05172001_BMI_CSBP_Trans_1
901SJSMT3,-117.47067,33.47056,180703010203,11046360,T11046360,20350869,20350869,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,901SJSMT3_05172001_BMI_CSBP_Trans_1
901SMCSMR,-117.53136,33.42339,180703010203,11046300,T11046300,20351605,20351605,SAN MATEO C NR SAN CLEMENTE CA,901SMCSMR_05182001_BMI_CSBP_Trans_1
901SMCSMR,-117.53136,33.42339,180703010203,11046360,T11046360,20350869,20350869,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,901SMCSMR_05182001_BMI_CSBP_Trans_1
902RCWGRx,-117.19969,33.40725,180703020503,11044250,T11044250,22548475,22548475,RAINBOW C NR FALLBROOK CA,902RCWGRx_11112000_BMI_CSBP_Trans_1
902S02357,-117.24977,33.40568,180703020503,11044250,T11044250,22548475,22548475,RAINBOW C NR FALLBROOK CA,902S02357_05252010_BMI_RWB_1
902S05173,-117.28364,33.3971,180703020503,11044250,T11044250,22548475,22548475,RAINBOW C NR FALLBROOK CA,902S05173_05172011_BMI_RWB_MCM_1
902SCDLRx,-117.24642,33.49219,180703020501,11044350,T11044350,22548429,22548429,SANDIA C NR FALLBROOK CA,902SCDLRx_11112000_BMI_CSBP_Trans_1
902SCSCRx,-117.24811,33.42425,180703020501,11044350,T11044350,22548429,22548429,SANDIA C NR FALLBROOK CA,902SCSCRx_11111998_BMI_CSBP_Trans_1
902SSMR05,-117.24151,33.41434,180703020503,11044250,T11044250,22548475,22548475,RAINBOW C NR FALLBROOK CA,902SSMR05_11111998_BMI_CSBP_Trans_1
902TCI15x,-117.138,33.47469,180703020302,11042631,T11042631,22549093,22549093,PECHANGA C NR TEMECULA CA,902TCI15x_11111999_BMI_CSBP_Trans_1
911M24913,-116.51532,32.59027,180703050403,11012500,T11012500,20326431,20326431,CAMPO C NR CAMPO CA,911M24913_04232015_BMI_RWB_1
911TCAM01,-116.51797,32.58928,180703050403,11012500,T11012500,20326431,20326431,CAMPO C NR CAMPO CA,911TCAM01_05192001_BMI_CSBP_Trans_1
LALT503,-118.38907,34.14832,180701050208,11092450,T11092450,22515812,22515812,LOS ANGELES R A SEPULVEDA DAM CA,LALT503_06152016_BMI_RWB_1
LALT503,-118.38907,34.14832,180701050208,11097000,T11097000,22515762,22515762,BIG TUJUNGA C BL HANSEN DAM CA,LALT503_06152016_BMI_RWB_1
ME-CC,-119.03968,34.17912,180701030107,11106550,T11106550,17562626,17562626,CALLEGUAS C NR CAMARILLO CA,ME-CC_07072011_BMI_RWB_MCM_1
SGUT505,-117.88932,34.16939,180701060601,11085000,T11085000,22524845,22524845,SAN GABRIEL R BL SANTA FE DAM NR BALDWIN PK CA,SGUT505_06182012_BMI_RWB_1
SMC00206,-117.65963,33.54359,180703010103,11047300,T11047300,20350681,20350681,ARROYO TRABUCO A SAN JUAN CAPISTRANO CA,SMC00206_06162015_BMI_RWB_1
SMC00670,-117.90916,33.86925,180701060604,11089500,T11089500,22527373,22527373,FULLERTON C BL FULLERTON DAM NR BREA CA,SMC00670_06232015_BMI_RWB_MCM_1
SMC00827,-119.18833,34.55734,180701020702,11111500,T11111500,17567911,17567911,SESPE CREEK NEAR WHEELER SPRINGS CA,SMC00827_06152009_BMI_RWB_1
