0.001,5,3,0.75,0.30739062275664175
0.003,5,3,0.75,0.30806755400375435
0.005,5,3,0.75,0.3085722648739353
0.001,5,5,0.75,0.30308783599222006
0.003,5,5,0.75,0.30560410336662436
0.005,5,5,0.75,0.30670941270477914
0.001,5,10,0.75,0.29511461720588367
0.003,5,10,0.75,0.2960460019745667
0.005,5,10,0.75,0.29759784947597856
0.001,5,3,0.8,0.30618052354069536
0.003,5,3,0.8,0.30775497891750675
0.005,5,3,0.8,0.3081549553252517
0.001,5,5,0.8,0.30164952013333
0.003,5,5,0.8,0.3023823362106718
0.005,5,5,0.8,0.302088436855809
0.001,5,10,0.8,0.2962622033435686
0.003,5,10,0.8,0.29881507052820877
0.005,5,10,0.8,0.29881050000830567
