0.001,4,3,0.75,0.15561545443867322
0.003,4,3,0.75,NA
0.005,4,3,0.75,NA
0.001,5,3,0.75,0.15335479010662018
0.003,5,3,0.75,NA
0.005,5,3,0.75,NA
0.001,4,5,0.75,0.20097921670632463
0.003,4,5,0.75,0.20022490560469078
0.005,4,5,0.75,NA
0.001,5,5,0.75,0.20097921670632463
0.003,5,5,0.75,0.20022490560469078
0.005,5,5,0.75,NA
0.001,4,10,0.75,0.09832497766750863
0.003,4,10,0.75,0.10157323703158613
0.005,4,10,0.75,0.10396547277969981
0.001,5,10,0.75,0.09832497766750863
0.003,5,10,0.75,0.10157323703158613
0.005,5,10,0.75,0.10396547277969981
0.001,4,3,0.8,0.15635557978383166
0.003,4,3,0.8,0.16117966159431366
0.005,4,3,0.8,NA
0.001,5,3,0.8,0.15200748241472664
0.003,5,3,0.8,NA
0.005,5,3,0.8,NA
0.001,4,5,0.8,0.19623864125657223
0.003,4,5,0.8,0.19988154422110824
0.005,4,5,0.8,NA
0.001,5,5,0.8,0.19623864125657223
0.003,5,5,0.8,0.19988154422110824
0.005,5,5,0.8,NA
0.001,4,10,0.8,0.11255440327918455
0.003,4,10,0.8,0.11078499055103552
0.005,4,10,0.8,0.11169442681550144
0.001,5,10,0.8,0.11255440327918455
0.003,5,10,0.8,0.11078499055103552
0.005,5,10,0.8,0.11169442681550144
