0.001,3,3,0.75,0.011570239106814826
0.002,3,3,0.75,0.012217287928014606
0.001,5,3,0.75,0.04969670500946499
0.002,5,3,0.75,0.05608844024618887
0.001,3,5,0.75,-0.01182557580260742
0.002,3,5,0.75,-0.014134952994965798
0.001,5,5,0.75,-0.006172372798945429
0.002,5,5,0.75,-0.006705970503773521
0.001,3,3,0.8,0.007138758428543156
0.002,3,3,0.8,0.002356629567922701
0.001,5,3,0.8,0.04166100419461772
0.002,5,3,0.8,0.04048596554490476
0.001,3,5,0.8,-0.008257865386188844
0.002,3,5,0.8,-0.009917412144958119
0.001,5,5,0.8,6.152349229752266e-4
0.002,5,5,0.8,-0.0012760787207846303
