0.001,5,3,0.75,0.3583830078232211
0.003,5,3,0.75,0.36014670012182165
0.005,5,3,0.75,0.3598510176922029
0.001,5,5,0.75,0.34999582855813866
0.003,5,5,0.75,0.35392028216484356
0.005,5,5,0.75,0.35368342370941686
0.001,5,10,0.75,0.3459469758983421
0.003,5,10,0.75,0.3587211438257627
0.005,5,10,0.75,0.3559931434116653
0.001,5,3,0.8,0.3619330317568325
0.003,5,3,0.8,0.36080957903758437
0.005,5,3,0.8,0.3664812154238353
0.001,5,5,0.8,0.3515550829739403
0.003,5,5,0.8,0.353716008685184
0.005,5,5,0.8,0.3543239863884939
0.001,5,10,0.8,0.3483284139824774
0.003,5,10,0.8,0.3585961304556728
0.005,5,10,0.8,0.35655652399397064
