0.001,5,3,100,0.12400013513129415,0.17486207420025163,0.10238123785841943,0.034518268619017814,0.1586696838796992,0.023322373357104353
0.001,5,5,100,0.12412141879882573,0.17102656020686482,0.10244943768334511,0.0345543294559155,0.19809206980466107,0.02337481052289584
0.001,5,10,100,0.12403067703288224,0.15068834620670185,0.10240911821944668,0.034509126924641004,0.1798744419754025,0.023358480868492817
0.003,5,3,100,0.12443878454627118,0.16559959991298911,0.10258926219080547,0.034827988019898545,0.15501391472105505,0.023620895961352473
0.003,5,5,100,0.1250833140171116,0.15789505592576011,0.10312612037422861,0.0352145144929282,0.177348900585057,0.023850151811110915
0.003,5,10,100,0.1248899919833949,0.15602764841732242,0.10311486193301636,0.03504981445338436,0.21906375386122237,0.023770237928168115
0.005,5,3,100,0.12528573645476432,0.17532772628012047,0.10323390925466056,0.035206793868117495,0.1789773340273664,0.023622009087965842
0.005,5,5,100,0.12535507341828336,0.1470131786766771,0.10348199105923286,0.035420299482301756,0.17124085687273527,0.024110421351073254
0.005,5,10,100,0.12536207094421056,0.1346556413489759,0.10352942986300136,0.035115879631888995,0.21815059443852794,0.024127386633266797
0.001,5,3,200,0.1243725664857978,0.17455936235132805,0.10267557961393936,0.03466232132118423,0.16816753571387294,0.023438694133238375
0.001,5,5,200,0.12466426289643404,0.1667307454364883,0.10287447654658019,0.034843126510977596,0.18627104880990614,0.02354075146064766
0.001,5,10,200,0.12429664523513233,0.1633071090082286,0.10263054826109659,0.03478238085349837,0.19318166159573058,0.02361799030974419
0.003,5,3,200,0.124819295924437,0.15450076827567852,0.10261500431623012,0.03551420435887255,0.1495858254235884,0.024082433229917825
0.003,5,5,200,0.12634346850494124,0.18499231471469774,0.10405936676625871,0.036271100955100305,0.1808168390675074,0.0246304596193612
0.003,5,10,200,0.12609334809865191,0.15856250994137297,0.10398309570252522,0.035485112597672036,0.2201998621037209,0.024234228529308472
0.005,5,3,200,0.1261459109586601,0.1885530358017276,0.10367629579222218,0.03633997071613606,0.16463662413840713,0.024626156291350104
