0.001,5,3,0.75,0.5285311223367208
0.003,5,3,0.75,0.5252496559956114
0.005,5,3,0.75,0.5257649155056864
0.001,5,5,0.75,0.48183876758383465
0.003,5,5,0.75,0.4802360888735562
0.005,5,5,0.75,0.4798053215599493
0.001,5,10,0.75,0.2466430933163895
0.003,5,10,0.75,0.2503563732254297
0.005,5,10,0.75,0.24933268482393922
0.001,5,3,0.8,0.5263957956960799
0.003,5,3,0.8,0.5253038293987412
0.005,5,3,0.8,0.5271345391241923
0.001,5,5,0.8,0.48305342079184516
0.003,5,5,0.8,0.4842301124530987
0.005,5,5,0.8,0.4866723987194682
0.001,5,10,0.8,0.25024941753354624
0.003,5,10,0.8,0.2503344595597114
0.005,5,10,0.8,0.24815954376018798
