0.001,5,3,0.75,0.18529945594369254
0.003,5,3,0.75,0.18439418761507115
0.005,5,3,0.75,0.1893056817084221
0.001,5,5,0.75,0.19167737739131638
0.003,5,5,0.75,0.19056468858153414
0.005,5,5,0.75,0.19242368250286804
0.001,5,10,0.75,0.2074333681919419
0.003,5,10,0.75,0.2069969642087173
0.005,5,10,0.75,0.20712516804611203
0.001,5,3,0.8,0.18528791599610053
0.003,5,3,0.8,0.1864872563117786
0.005,5,3,0.8,0.18858874509223456
0.001,5,5,0.8,0.19234052910307742
0.003,5,5,0.8,0.19367913286286056
0.005,5,5,0.8,0.1952752559958608
0.001,5,10,0.8,0.20770015541448308
0.003,5,10,0.8,0.20735131391976055
0.005,5,10,0.8,0.20918368758693642
