0.001,5,3,0.75,0.327458668638314
0.003,5,3,0.75,0.32991852548594996
0.005,5,3,0.75,0.3300302586590697
0.001,5,5,0.75,0.318017615245737
0.003,5,5,0.75,0.31992292425899693
0.005,5,5,0.75,0.3227766344713288
0.001,5,10,0.75,0.30339167537116213
0.003,5,10,0.75,0.3023411492134169
0.005,5,10,0.75,0.3054518050107796
0.001,5,3,0.8,0.3294308993249323
0.003,5,3,0.8,0.32711526972680133
0.005,5,3,0.8,0.32636347900882984
0.001,5,5,0.8,0.3217501621371072
0.003,5,5,0.8,0.3202254412880878
0.005,5,5,0.8,0.3194486257343675
0.001,5,10,0.8,0.3065042746115495
0.003,5,10,0.8,0.3074659391345215
0.005,5,10,0.8,0.3076310807135465
