"objectid","stationcode","pgroup1","pgroup2","pgroup3","pgroup4","pgroup5","pgroup6","pgroup7","pgroup8","pgroup9","pgroup10","pgroup11","lastupdatedate","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project"
154,"111HSCAER",0.1681,0.0207,0.0722,0.0288,0.0167,0.0318,0.0022,0.6559,0.0026,9e-04,1e-04,"","human","SMC","2018-09-05 00:00:00","false","{530FA0AD-DA9F-4FC5-9C26-DFEDA36DC9FB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
155,"904CBBVR4",0.001,0.0471,0.0026,0.0405,0.0018,0.0057,0,0.3388,0.0812,0.356,0.1253,"","human","SMC","2018-09-05 00:00:00","true","{DE78A717-8735-443E-B679-A2B8BF0B486C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"403STC026",1e-04,0.0132,0.0012,0.0223,5e-04,3e-04,0,0.8655,0.0249,0.0622,0.0098,"","human","SMC","2018-09-05 00:00:00","true","{F5659387-6299-45FD-A718-1E2A31F2E93D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
162,"634R10GNL",0.0304,0.0225,0,2e-04,0.0013,0.0131,0.2801,0.6266,0.0252,0,6e-04,"","machine","SWAMP","","false","{E1118C36-0D54-4542-BB04-551E1E56B398}",NA,NA,NA,NA,NA,NA,NA,NA,NA
163,"504FC1115",0,0.0011,0.004,0.0489,0.0036,0,0,0.0277,0.0018,0.9118,0.0011,"","machine","SWAMP","","false","{11AD6184-AD4F-4771-8EDB-0D605CABF2B0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
164,"540MSJ132",0.0262,0.1904,3e-04,0.0308,0.0659,0.0124,0.5642,0.0165,0.0911,0.001,0.0012,"","machine","SWAMP","","false","{2BE6A971-ACF5-4086-B04D-BED455C4FB8E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"526WE0744",0.0491,0.1164,0.0305,0.079,0.7033,0.0113,0.0025,0.0039,4e-04,0.0034,2e-04,"","human","SMC","2018-09-05 00:00:00","false","{AB6C4D89-40D0-4572-8DEB-B10ECB870614}",NA,NA,NA,NA,NA,NA,NA,NA,NA
166,"113CE0487",0.0196,0.0976,0.0891,0.2424,0.1414,0.0155,0.0037,0.024,0.0256,0.3377,0.0034,"","machine","SWAMP","","false","{6DD4E287-8C6A-4ED9-AF5D-940AE97F91D6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"802S25949",0.0025,0.082,1e-04,0.0068,0.0019,0.1027,0.0014,0.1084,0.0498,0.5852,0.0592,"","human","SMC","2018-09-05 00:00:00","true","{A4329D3C-2849-4A74-8C9C-EC5A296527C4}",NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"519MRCSPK",2e-04,0.03,0.0174,0.231,0.0029,6e-04,0.0017,0.1193,0.0208,0.5512,0.0249,"","human","SMC","2018-09-05 00:00:00","false","{1E69AE57-F8A6-463A-A8AE-227D1AE96380}",NA,NA,NA,NA,NA,NA,NA,NA,NA
170,"201LAG330",0.0154,0.0017,0.2652,0.5233,0.0052,0.015,0,0.1511,0.023,1e-04,0,"","human","SMC","2018-09-05 00:00:00","false","{067E2CE0-FB12-4418-93B9-A6F4640A49CE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"518PS0001",0.0526,0.0505,0.1431,0.5884,0.0895,0.0293,5e-04,0.0033,2e-04,0.0424,2e-04,"","human","SMC","2018-09-05 00:00:00","false","{75E4FC8E-8A05-4079-8CB6-CB8E1A01B0C7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"204SMA080",0.0033,0.1113,0.0333,0.4016,0.0525,0.0078,0.0022,0.0857,0.0869,0.1311,0.0843,"","human","SMC","2018-09-05 00:00:00","false","{879B1AD5-63EB-408E-9D95-AD74E4498D1C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"904CBESC6",2e-04,0.0145,0.0033,0.0261,0.0042,0.0015,0,0.4134,0.0529,0.4364,0.0475,"","human","SMC","2018-09-05 00:00:00","true","{0FB9C252-F22F-4F11-91DF-3784A1F18E05}",NA,NA,NA,NA,NA,NA,NA,NA,NA
176,"513PS0008",0.0795,0.0014,0.1399,0.1138,0.0138,0.0014,0,0.6388,9e-04,0.0058,0.0047,"","machine","SWAMP","","false","{148CC83B-687D-43CB-B91F-11266CD7F2D5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
177,"911TJPVC1",2e-04,0.0027,2e-04,0.0032,0.0012,0.0017,0,0.7774,0.1277,0.0638,0.0219,"","human","SMC","2018-09-05 00:00:00","true","{EC0FE5C4-F7CA-4CF6-BDC3-B87B36E613E0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"113PS0100",0.027,0.0854,0.1051,0.3036,0.2965,0.0014,0.0059,0.0145,0.0271,0.1221,0.0114,"","human","SMC","2018-09-05 00:00:00","false","{D07CF150-BD0C-44D3-92B3-6E44B4DD3812}",NA,NA,NA,NA,NA,NA,NA,NA,NA
179,"905S15201",0,2e-04,0,0.0124,9e-04,0,0,0.6652,0.0282,0.1764,0.1167,"","human","SMC","2018-09-05 00:00:00","true","{DB7C223A-0194-4A42-95A2-5B406536A746}",NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"514FC1215",2e-04,0.0147,0.0161,0.2901,0.0092,3e-04,0.001,0.1707,0.0157,0.4672,0.0148,"","human","SMC","2018-09-05 00:00:00","false","{1E59E724-CBCB-4402-AE72-7061378EA9A6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
182,"518CE0015",0.0796,0.0784,0.0805,0.1573,0.5509,0.0023,0.0399,0.0012,0.0011,0.0087,1e-04,"","machine","SWAMP","","false","{0C88EF1D-A513-4F82-8B27-A8A1E0EC4F64}",NA,NA,NA,NA,NA,NA,NA,NA,NA
183,"907S05514",0,0,0,0.0108,4e-04,0,0,0.671,0.0353,0.2067,0.0758,"","human","SMC","2018-09-05 00:00:00","true","{A5F25ED2-ECC5-43EF-A6C8-9894414C642C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"903SLWVR1",0,0,0.0027,0.0025,0,5e-04,0,0.4004,0.0676,0.4204,0.1059,"","human","SMC","2018-09-05 00:00:00","true","{13BE4C5F-4FC6-495E-A3B5-CFDD93C98A4E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
186,"111WE1057",0.0731,0.0184,0.6553,0.0452,0.0386,0.0951,2e-04,0.0663,0.0062,0.0015,1e-04,"","human","SMC","2018-09-05 00:00:00","false","{912F8C28-5F2E-462B-9956-E49D765672C1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
187,"408WE0547",3e-04,0.0323,0.0179,0.032,3e-04,0.0183,0,0.223,0.0901,0.4324,0.1534,"","machine","SWAMP","","true","{6AA1E73C-239C-45C6-AFC5-A658B6C8A01C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"801WE0669",0.0396,0.1938,0,0.1084,0.0581,0.1668,0.0268,0.1193,0.1342,0.1126,0.0404,"","machine","SWAMP","","true","{C3CAB90F-5C1A-47BE-9F2F-5D3B073B8C0F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
189,"206PET060",0.0729,0.1507,0.1826,0.2503,0.0197,0.0205,0.0036,0.0571,0.0754,0.1389,0.0283,"","human","SMC","2018-09-05 00:00:00","false","{006B3AC5-05A1-4B2F-9B13-C859FA1263CD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
190,"205COY900",0.0069,0.028,0.0314,0.455,0.0093,0.0056,9e-04,0.1698,0.0184,0.2514,0.0233,"","human","SMC","2018-09-05 00:00:00","false","{BAC2C84C-E67D-4114-BBE9-CFE27833099E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"408BA0916",0,0.0067,0.001,0.0338,9e-04,0.0014,0,0.3612,0.0274,0.5405,0.0271,"","human","SMC","2018-09-05 00:00:00","true","{630B6CC2-EF16-4FC5-A82D-71F339A41081}",NA,NA,NA,NA,NA,NA,NA,NA,NA
194,"802SJR116",0,4e-04,0,0.0158,0.0055,1e-04,0,0.5789,0.0248,0.2909,0.0836,"","human","SMC","2018-09-05 00:00:00","true","{58DD0DD6-A45B-4767-A10B-B281D1C8C59A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
195,"105WE0845",0.2636,0.1894,0.0194,0.0927,0.0382,0.1378,0.0165,0.1016,0.0271,0.0833,0.0304,"","machine","SWAMP","","false","{F0382BA5-41EE-4E99-9D38-6BBDB5448A87}",NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"114CE0695",0.0036,0.0469,0.113,0.2788,0.0572,0.0037,0.0087,0.052,0.0239,0.3998,0.0124,"","machine","SWAMP","","false","{9D79A2C3-611E-44FB-8AD7-6543FA12C6BD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
197,"540BCA168",0.0354,0.4615,0,5e-04,0.0265,0.0018,0.2613,0.0418,0.1712,0,0,"","human","SMC","2018-09-05 00:00:00","false","{3925C03F-DC49-492F-8E15-095D6A886DEE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
199,"801RB8439",0,9e-04,1e-04,0.0424,0.0056,0.0025,0,0.2656,0.0073,0.6607,0.0149,"2017-04-04 15:53:38.17","human","SMC","2018-09-05 00:00:00","true","{E3059BAA-D0A6-46E7-81BB-01495F052321}",NA,NA,NA,NA,NA,NA,NA,NA,NA
200,"205WUN450",0.0143,0.0029,0.2811,0.4142,2e-04,0.0042,0.0019,0.0386,0.0948,0.1048,0.043,"","human","SMC","2018-09-05 00:00:00","false","{B019A754-1962-46AB-8727-684F38B26B12}",NA,NA,NA,NA,NA,NA,NA,NA,NA
201,"105NWC151",0.0081,0.1232,0.0011,0.1457,0.0131,0.0154,0.005,0.0174,0.003,0.668,0,"","machine","SWAMP","","false","{E77109FD-B525-4793-B1AE-E3B623ACF16A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
202,"603CE0366",0.0043,0.101,0.0269,0.2499,0.066,0.0213,0.0124,0.2198,0.0278,0.21,0.0606,"","human","SMC","2018-09-05 00:00:00","false","{65C3654A-834E-4547-BDE8-B165391CD36B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"404S34120",1e-04,0.0017,0.0032,0.005,1e-04,0.0116,0,0.2082,0.0182,0.6607,0.0912,"","machine","SWAMP","","true","{D10CFAE1-64CE-4E52-BA73-ECDE16509B97}",NA,NA,NA,NA,NA,NA,NA,NA,NA
205,"518SED086",0.2754,0.0578,0.6206,0.0318,0.0081,0.0024,1e-04,0.0032,6e-04,0,0,"","human","SMC","2018-09-05 00:00:00","false","{68DAA449-498B-44BD-B20D-D8C0FAD8BE70}",NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"902RCWGRx",0,0,0,0,0,3e-04,0,0.5921,0.0035,0.3982,0.0059,"","machine","SWAMP","","true","{C6E549CF-2205-42CE-B8BE-869F6C78BF3C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
209,"111FS0008",0.0522,0.0014,0.1506,0.0039,0.7313,0.0054,0,0.0507,0.0039,5e-04,1e-04,"","machine","SWAMP","","false","{DDD8BFDA-C493-481A-9B80-40AC23BC886F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
213,"106WE0768",0.0257,0.0398,0.1305,0.6595,0.0559,0.0109,0.0035,0.0227,0.0035,0.0453,0.0027,"","machine","SWAMP","","false","{80BBEB9A-E90F-4AE0-8967-C8493C967448}",NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"105PS0195",0.0171,0.158,0.0285,0.2512,0.5059,0.024,0.0085,0.0053,6e-04,8e-04,1e-04,"","human","SMC","2018-09-05 00:00:00","false","{4B9FEB6C-E26A-44D7-9541-5CC8A7AAA148}",NA,NA,NA,NA,NA,NA,NA,NA,NA
215,"909SSWR03",1e-04,0.0011,3e-04,0.0011,5e-04,0.001,0,0.8418,0.0404,0.0761,0.0376,"","machine","SWAMP","","true","{37F49CC8-A512-4FFD-A4FD-FEEB65229D77}",NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"904S02585",2e-04,0.015,0.0032,0.0252,0.0017,0.001,0,0.3996,0.0512,0.4528,0.0501,"","human","SMC","2018-09-05 00:00:00","true","{7A108109-DE02-400A-8E11-C2BEDD5143D6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
217,"520BTCH99",6e-04,0.0037,0.0149,0.0618,0.0066,1e-04,2e-04,0.0263,0.0122,0.8703,0.0033,"","machine","SWAMP","","false","{6472F6E1-E66C-4441-BA37-DB4822D3DC24}",NA,NA,NA,NA,NA,NA,NA,NA,NA
218,"205COY585",0.0364,0.1464,0.0208,0.1582,0.0549,0.0729,0.0924,0.0702,0.188,0.1097,0.0501,"","human","SMC","2018-09-05 00:00:00","false","{5EAA8753-071D-4999-A705-005E7059E115}",NA,NA,NA,NA,NA,NA,NA,NA,NA
221,"802RB8196",0.0038,0.0199,2e-04,0.0083,0.0097,0.3513,0.0136,0.2797,0.0465,0.1412,0.1258,"2017-04-04 15:53:38.217","human","SMC","2018-09-05 00:00:00","true","{6E5EABBA-249B-4862-A7E9-36A8B3433D67}",NA,NA,NA,NA,NA,NA,NA,NA,NA
224,"801HBC050",0.0589,0.0848,0,0.0197,0.0464,0.352,0.0713,0.0191,0.2039,0.0192,0.1247,"","human","SMC","2018-09-05 00:00:00","true","{191603E4-6931-4E02-AA30-2EF5F9037E7B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
225,"513PS0088",7e-04,0.0024,0.0148,0.3394,0.0038,3e-04,0.0014,0.0833,0.0037,0.5498,4e-04,"","machine","SWAMP","","false","{A731C1E5-25FF-4422-B2AE-B28841574AD6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
226,"114CE0259",0.1686,0.0414,0.1937,0.4058,0.0819,0.0128,0,0.0389,0.0032,0.0515,0.0022,"","human","SMC","2018-09-05 00:00:00","false","{CEC76BD5-BA60-4D25-81BC-19F818BDD315}",NA,NA,NA,NA,NA,NA,NA,NA,NA
227,"634PS0099",0.2399,0.1901,1e-04,0,4e-04,0.0506,0.4467,0.0075,0.0647,0,0,"","human","SMC","2018-09-05 00:00:00","false","{2D2E2733-2CAD-4F84-9788-04AA0ACEBAAE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
229,"517FCA222",0.5001,0.042,0.2468,0.0787,0.0344,0.0182,0.0055,0.0663,0.0016,0.0057,7e-04,"","human","SMC","2018-09-05 00:00:00","false","{5C30D7A3-B9A6-4369-BA2E-72C283F1C498}",NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"801RB8167",0,0.0035,0,0.0076,0,0.0068,0,0.2382,0.037,0.5384,0.1685,"","human","SMC","2018-09-05 00:00:00","true","{C2D98532-C624-4817-AB75-68D2A910BA5A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"105PS0540",0.0055,0.8764,4e-04,0.0394,0.0165,0.0156,0.01,0.0046,0.0013,0.0301,2e-04,"","machine","SWAMP","","false","{542FFC65-A61F-47C3-9032-9F237791A510}",NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"526CE0323",0.0152,0.1239,0.0073,0.3081,0.134,0.0153,0.0101,0.1874,0.0227,0.1749,0.0011,"","human","SMC","2018-09-05 00:00:00","false","{1DFB30AB-A22C-4369-9B2C-B4218F571118}",NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"519WE0624",2e-04,0.0254,0.0144,0.3191,0.0083,2e-04,9e-04,0.1056,0.0159,0.4929,0.0171,"","machine","SWAMP","","false","{115DFF57-C7F3-4531-8DEB-6406E570D8A6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"906LPLPC4",0,0.0015,4e-04,0.0043,2e-04,2e-04,0,0.4751,0.0072,0.5027,0.0084,"","human","SMC","2018-09-05 00:00:00","true","{613C351B-3157-47EC-9AA2-8170422C6B8C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
235,"514RCRUPx",0.1596,0.2758,0.0102,0.0586,0.3466,0.0282,0.0497,0.0358,0.005,0.0301,4e-04,"","machine","SWAMP","","false","{D998D560-21DF-411E-84A9-5DD0AC683EB8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
236,"631WWK005",0.0044,0.0279,0,0.0015,0.0011,0.0048,0.9544,8e-04,0.0047,2e-04,2e-04,"","human","SMC","2018-09-05 00:00:00","false","{B5718838-D9E9-4BB8-8C74-80298D83FEB2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
240,"553WER225",0.7089,0.0406,0.0113,0.0392,0.0494,0.1005,0.008,0.0216,0.0148,0.0015,0.0042,"","machine","SWAMP","","false","{C647C83F-FE95-4860-9320-3ADDD19DDBE7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"403STCSSP",0,0.0031,1e-04,0.0619,0.0031,1e-04,0,0.3236,0.0361,0.5648,0.0072,"","human","SMC","2018-09-05 00:00:00","true","{CCAEC72D-F608-4398-BA3B-1FC85FD9E3B7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
243,"904CBAHC6",2e-04,0.0181,0.0041,0.0208,9e-04,0.0013,0,0.3616,0.0615,0.468,0.0635,"","human","SMC","2018-09-05 00:00:00","true","{9F93F4C3-56C7-40FB-B815-7C5E6AA08CF6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
244,"515PS0430",5e-04,0.0213,0.0134,0.3211,0.0091,4e-04,9e-04,0.1068,0.0138,0.4992,0.0135,"","human","SMC","2018-09-05 00:00:00","false","{2D82264B-55C7-4DAD-BEBB-86F737969D9E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
245,"519PS0561",0.0102,0.0472,0.0755,0.2467,0.0015,0.005,0.0016,0.1368,0.0535,0.3742,0.0478,"","human","SMC","2018-09-05 00:00:00","false","{F2FB13DB-2A93-4265-A812-CE75B11C9A2B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
247,"201TVY030",0.1539,0.0532,0.2231,0.1508,0.0223,0.0322,0.0126,0.0453,0.2656,0.0171,0.0239,"","machine","SWAMP","","false","{325EDE8B-F3BC-4D32-B9D4-86D92647BE97}",NA,NA,NA,NA,NA,NA,NA,NA,NA
248,"207WAL475",0.0226,0.0112,0.2191,0.3212,8e-04,0.0121,0.0017,0.1065,0.1901,0.0462,0.0685,"","human","SMC","2018-09-05 00:00:00","false","{CB138E64-F62C-4D98-B445-920CA38BE563}",NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"517FCA139",0.2889,0.1628,0.1126,0.0692,0.0057,0.2376,0.0316,0.0903,4e-04,3e-04,6e-04,"","human","SMC","2018-09-05 00:00:00","false","{D0475F73-681E-407D-ABCB-C14A31ED75B7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
251,"504CE0210",3e-04,0.0028,0.0185,0.0539,0.0125,2e-04,4e-04,0.0289,0.0133,0.8657,0.0035,"","human","SMC","2018-09-05 00:00:00","false","{68D1AC71-AD6D-4BCA-BECA-9475832DCC5D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
253,"202MIC150",0.2587,0.1411,0.0372,0.0671,0.0659,0.1405,0.1577,0.0367,0.0756,0.0037,0.0158,"","human","SMC","2018-09-05 00:00:00","false","{D1F699EF-05A5-46BE-B33C-DEA75801537B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
254,"907SDCHC3",0,1e-04,0,0,0,2e-04,0,0.4893,0.1995,0.2122,0.0987,"","human","SMC","2018-09-05 00:00:00","true","{AF5BF6B1-5AE3-4B28-B4E0-A9D8101C2B5F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
256,"205STE110",0.1527,0.0253,0.3157,0.2858,0.0394,0.0125,8e-04,0.042,0.1145,0.0071,0.0042,"","machine","SWAMP","","false","{40336581-6335-45BC-A7BA-BE7E8AE9A667}",NA,NA,NA,NA,NA,NA,NA,NA,NA
257,"310SLC",0.0079,0.067,0.0269,0.4161,0.0054,1e-04,1e-04,0.0548,0.0814,0.2124,0.1279,"","machine","SWAMP","","false","{FA9A94EE-1E22-4383-93CF-2E34EE52E5A4}",NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"517PS0039",0.0943,0.0022,0.6042,0.0554,0.0335,0.1618,5e-04,0.0379,0.0061,0.0027,0.0014,"","machine","SWAMP","","false","{53EF1F55-90C3-4DFF-A182-80993032A0F0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
259,"801S03533",0,0.0017,0,0.0521,0.001,0.0025,0,0.3352,0.015,0.5481,0.0444,"2017-04-04 15:53:38.2","human","SMC","2018-09-05 00:00:00","true","{1E4AED29-2018-40D3-B992-2F974AF56D40}",NA,NA,NA,NA,NA,NA,NA,NA,NA
260,"526PS1100",0.1606,0.1069,0,0.0033,8e-04,0.52,0.1343,0.0234,0.0445,3e-04,0.0059,"","machine","SWAMP","","false","{1FA20D6E-A986-45FC-AB4B-3828D18E370B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
261,"206FC1339",0.0354,0.0055,0.4175,0.3307,0.0065,0.0045,0,0.0823,0.0088,0.1027,0.0061,"","human","SMC","2018-09-05 00:00:00","false","{9D381983-31C9-4881-B23C-4606398C6127}",NA,NA,NA,NA,NA,NA,NA,NA,NA
262,"520PS0007",4e-04,0.0091,0.0103,0.2051,0.0052,0,2e-04,0.1142,0.0129,0.633,0.0096,"","machine","SWAMP","","false","{553B578F-A138-45F1-9B4A-DCF748571CA6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
263,"SMC00206",0,0.0016,5e-04,0.0023,2e-04,2e-04,0,0.5861,9e-04,0.405,0.0032,"","human","SMC","2018-09-05 00:00:00","false","{21815870-9447-4B17-94DE-342E569D7ECB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
264,"113GAR011",0.1391,0.0022,0.5354,0.1224,0.0878,0.0026,3e-04,0.0736,0.0114,0.0247,5e-04,"","human","SMC","2018-09-05 00:00:00","false","{FF4A518F-333C-4A7E-959B-D3B7AFB3C59E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
265,"630BDY001",0.0194,0.0632,1e-04,0.014,0.01,0.6791,0.1366,0.0039,0.0656,0.001,0.0071,"","human","SMC","2018-09-05 00:00:00","false","{F4F3FF16-FC5B-41E3-BD82-67B3D904E73C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
267,"207WAL410",0.019,0.0267,0.1499,0.3356,5e-04,0.0061,0.0017,0.077,0.0736,0.1503,0.1596,"","machine","SWAMP","","false","{511EAB89-825E-47EC-825D-C6B09353B26E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"518MLC181",0.1559,0.11,0.0081,0.0036,0.0392,0.1654,0.475,0.0191,0.0047,0.0063,0.0127,"","human","SMC","2018-09-05 00:00:00","false","{34BDB30B-9371-4312-A9AA-68954CFC9B13}",NA,NA,NA,NA,NA,NA,NA,NA,NA
269,"520HCTH99",7e-04,0.0044,0.0146,0.0617,0.0066,1e-04,2e-04,0.027,0.0127,0.8674,0.0046,"","human","SMC","2018-09-05 00:00:00","false","{1E1990F7-5C2E-4481-876B-3BC293E0C607}",NA,NA,NA,NA,NA,NA,NA,NA,NA
270,"513PS0200",0.0139,0.0172,0.0597,0.6023,0.0187,0.0096,0.0061,0.0339,0.0264,0.197,0.0152,"","machine","SWAMP","","false","{141FE434-7B0F-46FB-919B-97749E5675AB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
271,"632PS0014",1e-04,0.7073,0,0.0077,0.0025,0.001,0.2589,8e-04,0.0215,2e-04,0,"","machine","SWAMP","","false","{749170B0-8210-419A-AC62-F3B8261B3632}",NA,NA,NA,NA,NA,NA,NA,NA,NA
273,"106WER011",0.7947,0.0746,0.0313,0.0218,0.0093,0.0401,4e-04,0.0268,4e-04,4e-04,2e-04,"","human","SMC","2018-09-05 00:00:00","false","{18D4303D-06B3-44AA-B374-CB0F0DBD78A6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
274,"314WE0677",0,0.0016,3e-04,0.0252,0,0,0,0.099,0.0034,0.8642,0.0063,"","machine","SWAMP","","false","{5BF04A8D-39A5-42B6-B986-50829813DD91}",NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"631KIR002",0.0019,0.0082,1e-04,3e-04,0,0.2111,0.027,0.0053,0.7438,0,0.0023,"","human","SMC","2018-09-05 00:00:00","false","{51DF2E3E-2232-4F5D-839E-5199EA511CFB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
277,"205PS0074",0.001,0.1306,0.0259,0.3796,0.0471,0.0078,7e-04,0.0849,0.0621,0.183,0.0773,"","human","SMC","2018-09-05 00:00:00","false","{EFB61910-3016-4942-9FC7-537D0EF39478}",NA,NA,NA,NA,NA,NA,NA,NA,NA
279,"504PS0574",0.0011,0.0174,0.0209,0.151,0.0037,0.0012,0,0.1001,0.0166,0.6782,0.0098,"","human","SMC","2018-09-05 00:00:00","false","{FCC7EAEC-47F0-4C1B-8CF4-0C25D42D4E60}",NA,NA,NA,NA,NA,NA,NA,NA,NA
280,"114WE0810",0.0272,0.0029,0.7724,0.0089,0.0093,0.0632,4e-04,0.1077,0.0058,0.0019,3e-04,"","machine","SWAMP","","false","{ACA6DDAD-90B0-4411-900E-A120B3944F50}",NA,NA,NA,NA,NA,NA,NA,NA,NA
281,"204AVJ130",0.0148,0.068,0.1654,0.1977,0.003,0.02,0.0028,0.1261,0.3265,0.0227,0.053,"","human","SMC","2018-09-05 00:00:00","false","{9F584D24-955B-4E1C-BE34-8997AB7889A2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
282,"632MUR001",0.0054,0.0338,0,2e-04,1e-04,0.7307,0.2136,0.0017,0.0145,0,0,"","human","SMC","2018-09-05 00:00:00","false","{0DAB0C5A-9A60-4FEB-86FC-4E2CD59FB341}",NA,NA,NA,NA,NA,NA,NA,NA,NA
284,"504PS0051",5e-04,0.0084,0.0132,0.2125,0.0033,1e-04,1e-04,0.0949,0.0153,0.6416,0.0101,"","machine","SWAMP","","false","{B9CA8703-4955-4F0C-B8F6-F069B857343C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
285,"801S00375",3e-04,0.0015,6e-04,0.0117,0,0.0088,0,0.2235,0.0355,0.6528,0.0653,"2017-04-04 15:53:38.183","human","SMC","2018-09-05 00:00:00","true","{B6196939-D82B-48C2-AD71-2821B1D80042}",NA,NA,NA,NA,NA,NA,NA,NA,NA
286,"308SED059",0.0138,0.2102,0.0425,0.0747,0.4639,0.0073,0.0173,0.0278,0.0581,0.0652,0.0192,"","human","SMC","2018-09-05 00:00:00","false","{CE1F6108-1A36-4177-B48A-1E721E73FF3D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
287,"636PS0070",0.0114,0.3188,1e-04,6e-04,0.0046,0.0055,0.0235,0.6336,0.0017,1e-04,1e-04,"","machine","SWAMP","","false","{D0E5686A-9449-4431-975D-A3781AF4E7F2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
288,"111PS0008",0.0375,0.051,0.076,0.6646,0.0726,0.0014,0.0047,0.0161,5e-04,0.0752,4e-04,"","human","SMC","2018-09-05 00:00:00","false","{C6D1C44A-5EE6-431D-8145-39F23ECBAA21}",NA,NA,NA,NA,NA,NA,NA,NA,NA
290,"517FCA046",0.1516,0.0882,0.0945,0.6558,0.0019,0.0034,7e-04,0.0035,3e-04,0,1e-04,"","machine","SWAMP","","false","{B5B9CAF4-7B58-4805-B46C-11D7124B9CC3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
293,"801SGB017",0,0.0052,0.0036,0.0041,0,0.0095,0,0.2017,0.0229,0.7227,0.0303,"","human","SMC","2018-09-05 00:00:00","true","{45E65332-485B-4107-A913-6DB1AC3F4D2F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
