ID,x,y,ward
11101500,34.03334468,-118.0736792,9
11102000,34.02917814,-118.0695124,9
11102300,34.01667881,-118.0884018,3
11102500,33.94668115,-118.1628477,3
11103000,33.81723937,-118.2064584,3
11103500,33.99834531,-118.4022996,9
11104000,34.06445228,-118.587028,3
11105500,34.07778456,-118.7017534,3
11105850,34.2730584,-118.7878711,10
11106400,34.2366711,-118.9648221,10
11106550,34.17944989,-119.0398242,8
11107000,34.2688922,-119.0498254,8
11107745,34.42971779,-118.3553578,3
11108000,34.42610707,-118.5867537,3
11108080,34.60248818,-118.6628665,2
11108130,34.57610057,-118.5570301,2
11108135,34.51027017,-118.6086985,2
11108145,34.42832922,-118.6286993,2
11108500,34.39971939,-118.7048127,4
11109000,34.40360813,-118.739258,7
11109100,34.63915266,-119.0962168,5
11109250,34.73248227,-119.0381586,6
11109375,34.66609632,-118.8242608,5
11109525,34.64165299,-118.7645362,2
11109600,34.52304728,-118.7570362,5
11110000,34.42499608,-118.7620366,6
11113000,34.4416618,-118.9273212,10
11113500,34.4133295,-119.0823272,6
11114000,34.24222654,-119.1898302,7
11115500,34.48276995,-119.3017809,5
11116550,34.46499299,-119.2898357,6
11117500,34.38027469,-119.3045578,10
11117800,34.42360587,-119.3412265,6
11118000,34.35722009,-119.3137247,5
11118500,34.35222038,-119.3084466,4
11119500,34.4013836,-119.4865103,7
11119745,34.44055266,-119.7118027,10
11119750,34.42638889,-119.7222222,10
11119780,34.43694215,-119.7465269,10
11119940,34.4449965,-119.80375,10
11120000,34.4247189,-119.8118051,10
11120510,34.43027415,-119.822083,10
11120600,34.51387401,-120.4848861,4
11121000,34.4922149,-119.507902,5
11123000,34.5244391,-119.6873579,5
11123500,34.54360358,-119.8648627,6
11125000,34.60832217,-119.935419,6
11125600,34.58221109,-119.9826419,6
11126500,34.59498792,-120.0295879,6
11127500,34.58609862,-120.0959795,7
11128000,34.58498749,-120.1009797,6
11128250,34.61831975,-120.120703,7
11128500,34.58498706,-120.1445926,6
11129500,34.60693043,-120.1968173,8
11129800,34.64859614,-120.1843172,4
11130000,34.61387474,-120.1926505,7
11130500,34.61054095,-120.2490417,7
11131000,34.60970721,-120.3065445,7
11131500,34.61331786,-120.3573804,7
11132500,34.5885957,-120.4084938,7
11133000,34.63609474,-120.424606,7
11133500,34.64415012,-120.4309953,7
11134000,34.66831622,-120.4579412,7
11134500,34.66831613,-120.4757198,7
11134800,34.6316501,-120.4648857,10
11135000,34.67220488,-120.492665,7
11135800,34.74331534,-120.2709888,7
11136000,34.76248138,-120.4246069,8
11136100,34.78220307,-120.5307227,10
11136150,34.81248035,-120.5257226,4
11136800,35.0219213,-120.2284868,6
11137000,35.01164373,-120.2796007,6
11137500,35.02219913,-120.3037684,6
11137900,35.07775398,-120.3718267,4
11138000,35.02108805,-120.3226582,4
11138100,34.94442272,-120.2926569,7
11140000,34.89386807,-120.3065463,8
11140585,34.96831117,-120.404051,4
11141000,34.97636613,-120.5718364,7
11141050,34.88359037,-120.4948883,7
11141160,35.2171971,-120.4557184,6
11141500,35.12442032,-120.5690576,4
11141600,35.08803198,-120.5098887,10
11142080,35.37830739,-120.8543459,10
11142100,35.42525134,-120.8601794,4
11142200,35.5763603,-120.9982426,4
11143200,36.47440615,-121.7288364,6
11143250,36.53912781,-121.8805085,6
11143300,36.59384897,-121.8377294,10
11144000,35.32386227,-120.4212715,4
11144200,35.29275175,-120.4529399,4
11144600,35.33525155,-120.5037751,4
11145000,35.34886251,-120.5126643,4
11147000,35.56663815,-120.8037877,4
11147040,35.53413878,-120.847401,4
11147070,35.52386122,-120.7660077,4
11147500,35.6285813,-120.6843373,10
11147700,35.7527434,-120.2648693,4
11147800,35.68885664,-120.3351522,4
11148500,35.71719096,-120.6401683,7
11148800,35.80163462,-121.1149171,6
11149400,35.76135678,-120.855458,4
11149500,35.7833006,-120.7910099,4
11149700,35.91246731,-121.131585,10
11149900,35.89663404,-121.0882491,10
11150000,35.86524529,-120.992688,10
11150500,35.9302434,-120.8687915,4
11151700,36.41107602,-121.3193738,7
11152000,36.28052076,-121.3227063,7
11152050,36.39968708,-121.3240962,7
11152300,36.55357267,-121.5493856,7
11152500,36.631071,-121.672446,7
11152540,36.5832937,-121.7149471,4
11152600,36.75579196,-121.6105005,7
11153000,36.9799481,-121.3802108,7
11153500,37.11439105,-121.6905028,2
11153650,36.98744858,-121.5271622,8
11153700,36.94828362,-121.5118842,8
11154200,36.99217114,-121.5735532,8
11156000,36.38940632,-120.8960162,5
11156450,36.59023988,-121.196868,6
11156500,36.60940609,-121.2029797,5
11157500,36.76579177,-121.2996532,6
11158500,36.78801314,-121.3707678,6
11158600,36.85189909,-121.4299369,6
11158900,36.90773034,-121.5854987,6
11159000,36.9002307,-121.5977215,4
11159150,37.00550594,-121.8080085,4
11159200,36.93939681,-121.7705065,7
11159800,37.05133748,-121.9391252,10
11160000,36.9913389,-121.9557933,10
11160060,37.12772447,-122.1169089,4
11161000,36.99078323,-122.0319076,10
11161500,36.9860611,-122.0144069,10
11161570,36.99856108,-122.1213554,10
11161590,37.02550486,-122.1310776,4
11161800,37.05522644,-122.18219,4
11161900,37.06411519,-122.2294139,6
11162600,37.43494048,-122.3741392,1
11162620,37.52466087,-122.3994177,2
11162630,37.46660747,-122.4341421,1
11162720,37.65382296,-122.4263613,9
11162940,37.40660625,-122.2041322,3
11162950,37.4118839,-122.1988543,3
11163200,37.4049397,-122.1869095,3
11164500,37.42327257,-122.1894096,3
11166000,37.42160621,-122.1355193,9
11166900,37.22244434,-121.8510641,3
11167000,37.23549956,-121.8699535,3
11167500,37.21716673,-121.9107886,3
11167660,37.2488326,-121.913566,9
11168000,37.21744453,-121.9874581,3
11169000,37.33438593,-121.8994,3
11169025,37.3738296,-121.9330129,3
11169500,37.25438808,-122.0394041,3
11169600,37.28577626,-122.0549605,3
11170000,37.1682777,-121.6496677,2
11171500,37.27077623,-121.797451,3
11172175,37.4221617,-121.9274577,3
11173510,37.5035472,-121.8246774,6
11173575,37.5404908,-121.856345,6
11174000,37.577434,-121.857734,6
11176000,37.62632039,-121.7046734,4
11176145,37.69992957,-121.7738424,10
11176180,37.69687432,-121.8494003,10
11176200,37.69048573,-121.8732899,10
11176300,37.69909655,-121.8791234,4
11176500,37.62326509,-121.7588418,6
11176600,37.66715326,-121.8827347,4
11176900,37.62659915,-121.8830126,10
11177000,37.61521066,-121.8816236,10
11179000,37.58715679,-121.960793,10
11180700,37.58576818,-122.0482955,10
11180810,37.69437491,-122.0249613,6
11180825,37.69520825,-122.044962,4
11180900,37.70493008,-122.0438508,4
11181000,37.68548644,-122.064407,10
11181006,37.68215326,-122.079963,9
11181008,37.67993113,-122.0805186,9
11181040,37.68409772,-122.1399649,10
11181330,37.8438154,-122.2274681,9
11182400,38.00325513,-122.1299651,10
11183000,37.88436913,-122.0510736,10
11183500,37.90575747,-122.057185,10
11183600,37.94520083,-122.0496848,10
11185300,36.37188216,-118.2889759,5
11185350,36.13438837,-118.4311976,5
11185400,36.13549952,-118.4367533,5
11187000,35.75439543,-118.4234182,2
11189500,35.7374516,-118.173689,2
11191000,35.63911932,-118.4848082,2
11192500,35.52078857,-118.6770332,2
11192501,35.52078857,-118.6770332,2
11194000,35.43162386,-118.9462092,2
11194200,35.32329868,-119.7429065,3
11195600,34.9091399,-118.8162066,2
11196420,35.17385268,-118.4795308,3
11197800,35.51384437,-118.9056511,2
11200800,35.94161745,-118.8228702,5
11202000,36.17466878,-118.6956469,5
11202710,36.1613358,-118.7095358,5
11203100,36.13939291,-118.8050937,5
11203200,36.09467162,-118.836761,6
11203220,36.10050536,-118.8695401,6
11203500,36.07995061,-118.9092637,6
11204500,36.04245027,-118.8575946,5
11204900,36.05633997,-118.9237086,6
11206500,36.51300095,-118.7917648,5
11208600,36.48439065,-118.8359322,5
11208610,36.45244139,-118.5945377,5
11208620,36.45133088,-118.6187048,5
11208730,36.4516124,-118.789264,5
11209500,36.49022518,-118.9209344,5
11210100,36.41661442,-118.9142668,6
11210500,36.40661504,-118.9542677,5
11210950,36.41411572,-119.0126029,5
11211300,36.44744896,-119.0281594,6
11211785,36.54244892,-119.1120531,6
11211790,36.52967132,-119.1267757,6
11212000,36.62661582,-119.2476159,6
11213000,36.84716695,-118.8981626,6
11214600,37.07633329,-118.9687234,5
11214900,37.00133394,-118.9731668,5
11215000,36.99383417,-118.9812225,5
11216500,36.90328046,-119.1215046,6
11218400,36.87966948,-119.1287268,6
11221500,36.83050452,-119.3362347,6
11221700,36.81856014,-119.3417904,6
11230000,37.27327601,-118.9659491,5
11231500,37.361331,-118.992063,5
11234500,37.41299788,-119.3820775,5
11234760,37.3166111,-119.3295725,6
11235000,37.23744579,-119.331516,6
11237000,37.2213341,-119.2126217,6
11237700,37.19911215,-119.2151217,6
11238500,37.20772385,-119.3212376,6
11238600,37.2077239,-119.329849,6
11239300,37.13689087,-119.2545673,6
11241500,37.14466898,-119.3084588,5
11242000,37.14439236,-119.454577,6
11242400,37.3977195,-119.5662563,5
11244000,37.28883445,-119.530139,5
11246500,37.1507812,-119.4604107,6
11246700,37.1321706,-119.5315256,6
11251000,36.98439397,-119.7243124,6
11251500,36.93967195,-119.6829204,6
11253000,36.82272414,-120.0882159,7
11254000,36.8105046,-120.3782256,8
11257500,37.23716913,-119.7748763,6
11258000,37.09744734,-119.8896013,6
11258800,37.33605443,-119.8162709,5
11258900,37.42049563,-119.8746104,1
11258920,37.38327485,-119.8376626,1
11258960,37.27300075,-119.881272,4
11258980,37.2599452,-119.9462749,1
11259000,37.21550105,-119.9912761,5
11260200,37.47771555,-120.1135129,1
11260480,37.39882931,-120.0037831,1
11261100,37.24771864,-120.8521446,10
11261500,37.3099386,-120.9310369,10
11263000,37.06522175,-121.0718667,4
11265000,37.74214772,-119.5579409,1
11268500,37.61104447,-120.1315727,1
11270000,37.58187901,-120.2801884,1
11271320,37.55493506,-120.4632498,4
11272500,37.37077046,-120.9304826,8
11274000,37.3504928,-120.97715,7
11274538,37.41354657,-121.0160412,8
11274550,37.43187949,-121.0138193,7
11274610,37.42354527,-121.3427154,6
11276500,37.93742147,-119.7982326,5
11276600,37.87936848,-119.947126,5
11276900,37.8815908,-119.9701824,5
11277000,37.99825414,-119.9010136,5
11277300,37.96769944,-119.9174029,5
11278000,37.969088,-119.882124,5
11278300,37.89436824,-119.962682,5
11278400,37.8902017,-119.9699046,5
11283100,38.14463936,-119.9007361,5
11283250,38.07658641,-120.0112948,5
11284700,38.09880899,-120.0996308,6
11285000,37.98131299,-120.2065768,6
11286500,37.85826064,-120.3968611,4
11288000,37.70909762,-120.4132502,6
11289650,37.666321,-120.4421394,6
11290000,37.6268752,-120.9879889,7
11292000,38.29741247,-119.7412867,5
11293000,38.18658501,-120.1421331,5
11293500,38.43935632,-120.0157411,5
11293600,38.4343564,-120.0187968,5
11294000,38.3929682,-119.9990737,5
11294300,38.40130223,-120.1124112,2
11294400,38.3204715,-120.2190814,5
11294500,38.2438067,-120.2910282,5
11295270,38.2326959,-120.293528,5
11295400,38.14130917,-120.3729738,2
11295401,38.14130917,-120.3729738,2
11296500,38.19741675,-120.0085176,5
11299200,37.94631414,-120.5282548,5
11299500,37.94714745,-120.5301993,5
11302000,37.85159385,-120.6379816,2
11303000,37.72965078,-121.1104934,7
11303500,37.67604063,-121.2663293,10
11304000,37.65659719,-121.4788334,6
11306000,38.14436464,-120.6638192,3
11306500,38.16380851,-120.6593748,2
11307500,38.28324924,-120.6510422,2
11308000,38.22130689,-120.6993772,2
11308900,38.14797568,-120.8249362,2
11309000,38.13603156,-120.8357697,2
11309500,38.08881063,-120.8657702,2
11312000,38.15269672,-121.1388332,7
11314500,38.4935232,-120.2210266,2
11316000,38.49352287,-120.2893623,3
11316600,38.44657711,-120.4902023,2
11316605,38.47694444,-120.4530556,3
11316800,38.40324566,-120.4468676,2
11317000,38.3896344,-120.5265927,2
11318500,38.36824625,-120.5454823,2
11319500,38.3126926,-120.7202112,2
11323500,38.22047316,-121.0396646,6
11325500,38.15852914,-121.3035592,7
11326300,38.41491123,-120.9060501,3
11327000,38.39574509,-120.7813239,10
11329500,38.24797116,-121.2268913,7
11331500,38.69296021,-120.5440922,6
11332500,38.71379305,-120.570482,6
11333000,38.65712715,-120.6638189,6
11333500,38.58879492,-120.8449367,4
11334500,38.53907385,-120.8635485,4
11335000,38.50018619,-121.0452212,6
11335655,38.62388889,-120.993611,10
11335700,38.55157363,-121.1093896,4
11336000,38.35796752,-121.343839,7
11336580,38.49851847,-121.4527317,10
11336585,38.42324335,-121.353284,10
11337600,37.9627006,-121.687453,10
11342000,40.93959397,-122.4172351,3
11344000,41.48211471,-120.5388443,6
11345500,41.2307286,-120.4371726,6
11348200,41.48322536,-120.6305142,7
11348500,41.40600116,-120.9277458,7
11350500,41.19822445,-120.9433005,6
11352000,41.01516624,-121.154694,6
11352500,40.89822142,-121.174415,6
11353700,41.10543969,-121.5510971,7
11360500,40.87626981,-121.6713765,3
11362500,40.97349199,-121.7794355,3
11362950,41.0401582,-121.8755504,3
11363000,41.01932436,-121.911107,3
11363930,41.03932379,-121.9852764,3
11365000,40.84376636,-122.0024986,3
11367500,41.18821296,-122.065557,3
11367760,41.12515666,-122.0686126,3
11367800,41.1107115,-122.0961134,3
11368000,40.9582079,-122.2197275,3
11370500,40.6009835,-122.4444553,3
11372000,40.51320587,-122.5241795,3
11373200,40.69015401,-122.0441653,10
11373300,40.74570911,-122.0622219,3
11374000,40.50487467,-122.2330577,10
11374400,40.36737354,-122.5730675,3
11375820,40.31626368,-122.4488965,6
11376025,40.53737967,-121.732488,3
11376550,40.39820996,-122.1463869,3
11377100,40.28848836,-122.1866645,4
11378000,40.2318222,-122.1816633,4
11378800,40.09015431,-122.4136117,6
11379500,40.02376507,-122.5119462,6
11380500,40.05126768,-122.1658247,7
11382000,39.88765496,-122.5291655,4
11382550,40.23377046,-121.4649739,6
11384350,39.78377158,-121.8860903,7
11386500,39.67710115,-122.531939,3
11387000,39.67154569,-122.5180498,3
11387800,39.78460043,-122.4772179,3
11388000,39.81849004,-122.3249913,6
11388500,39.72349297,-122.047481,7
11389000,39.45766285,-121.9941418,7
11389500,39.21405663,-122.0002508,7
11389700,40.06821525,-121.5746975,6
11390000,39.72599524,-121.7088643,6
11390500,39.00989476,-121.82469,7
11390660,39.62543684,-122.1969283,7
11391000,38.80295697,-121.7163526,7
11391400,39.89323697,-120.1890947,5
11391460,39.60101376,-120.4240986,6
11391500,39.88378936,-120.4766045,6
11392100,39.81906795,-120.4446582,6
11392500,39.753788,-120.5960511,6
11393500,39.86656102,-120.7718924,6
11394620,39.66655608,-121.1346804,6
11395030,39.72378055,-121.0221775,5
11395200,39.6473898,-121.1188467,6
11396200,39.5512773,-121.2094046,6
11396350,39.54766514,-121.3041296,6
11397000,39.53738716,-121.3469086,6
11397500,39.5540531,-121.438578,6
11399500,40.16822096,-121.093016,6
11400500,40.18710789,-121.1880187,6
11401100,40.09655422,-121.132739,6
11401112,40.07127605,-121.1646843,6
11401150,40.0482286,-120.661336,6
11401180,40.01378187,-120.7541173,5
11401200,40.04794795,-120.8180078,6
11401500,40.07794668,-120.9280107,6
11402000,40.002947,-120.9543994,6
11403000,40.01044218,-121.2185749,6
11403200,39.98016347,-121.2769099,6
11403530,39.9043311,-121.2307963,5
11404300,39.89127458,-121.2941314,6
11404500,39.79432869,-121.4516352,6
11405300,39.78655041,-121.5627497,6
11406500,39.69849562,-121.5616379,6
11406999,39.52155294,-121.5477477,6
11407000,39.52155294,-121.5477477,6
11407150,39.36655513,-121.6471932,7
11407300,39.34211157,-121.4913554,7
11407500,39.36766755,-121.3721856,6
11407700,39.138781,-121.6057994,7
11407900,39.51601214,-120.5621572,5
11408500,39.52267846,-120.5824359,5
11408550,39.5218451,-120.583547,5
11408700,39.4385083,-120.8121657,6
11408850,39.41683845,-120.9527274,6
11408880,39.4115596,-120.9980072,6
11409000,39.39294765,-121.0816208,6
11409400,39.4393363,-121.0591211,4
11410000,39.3940587,-121.0849543,6
11410400,39.56240102,-120.5482686,6
11413000,39.5248937,-120.9380068,4
11413300,39.61433564,-121.0521781,6
11413500,39.4040579,-121.1427343,6
11413517,39.39044696,-121.1444008,6
11413520,39.39044696,-121.1444008,6
11413600,39.3382257,-121.1171766,6
11413900,39.32573789,-120.3685359,6
11414000,39.32129093,-120.5643753,1
11414100,39.37990268,-120.4993742,5
11414250,39.3185118,-120.657712,5
11414470,39.44545636,-120.602435,5
11414700,39.4646235,-120.5638229,5
11416500,39.43962219,-120.661326,5
11417000,39.36045417,-120.7716064,5
11417100,39.35989778,-120.8077192,5
11418000,39.23517079,-121.2741256,6
11418500,39.22433764,-121.2685697,4
11420500,39.3221133,-121.3135724,4
11420700,39.25628098,-121.3438503,4
11421000,39.17572511,-121.5249647,7
11421500,39.14433653,-121.5774654,4
11421700,39.07878187,-121.603298,3
11421710,39.30628935,-120.6791015,1
11421770,39.2543436,-120.7749374,1
11421790,39.21350886,-120.8452174,1
11422500,39.131285,-120.95911,1
11423000,39.01656307,-121.1068921,1
11424000,39.0001727,-121.4066238,8
11424500,39.02628325,-121.4371809,8
11425000,38.8904532,-121.6044058,3
11425500,38.77434584,-121.5982928,7
11426110,39.2843493,-120.3565902,1
11426130,39.2760159,-120.366868,1
11426140,39.27490479,-120.3671458,1
11426160,39.26601607,-120.356312,1
11426200,39.1435107,-120.7593781,1
11426400,39.13017676,-120.7966019,1
11427000,38.93600919,-121.023833,1
11427500,39.1096266,-120.4813127,1
11427750,39.13295978,-120.4838132,1
11427760,39.0251806,-120.5954812,1
11427770,39.02629158,-120.603537,1
11427960,38.98879619,-120.2232453,5
11428000,39.0193515,-120.2471356,1
11428400,39.00490704,-120.2563022,5
11428800,39.05657207,-120.4079758,1
11429500,39.00546206,-120.3154712,5
11430000,38.95462796,-120.4015856,6
11431000,38.95823817,-120.4857555,1
11432500,38.90379188,-120.6040929,6
11433040,38.92351348,-120.6418716,6
11433100,39.02101555,-120.5157567,1
11433200,38.99240049,-120.7215952,1
11433300,39.0060108,-120.7607633,1
11433400,38.93406607,-120.8735478,4
11433500,38.91795401,-121.0152215,1
11435100,38.81574095,-120.1171308,6
11436000,38.67157545,-120.1229654,6
11439500,38.76351814,-120.3285276,6
11439501,38.76351814,-120.3285277,6
11439999,38.75518399,-120.3724184,6
11440000,38.75518399,-120.3724184,6
11441000,38.8651831,-120.4274203,6
11441500,38.81879517,-120.3651957,6
11441800,38.85212708,-120.4571437,5
11441900,38.8237926,-120.5393692,5
11442000,38.79157,-120.5885378,5
11442500,38.81018086,-120.6182608,6
11444201,38.79434654,-120.7754889,10
11444500,38.7710133,-120.8163242,6
11445000,38.80156804,-120.8910493,6
11445500,38.81851188,-120.946885,6
11446500,38.6354601,-121.2277262,6
11447000,38.56796132,-121.4232867,4
11447293,38.73323514,-121.301895,1
11447360,38.64184848,-121.3827302,9
11447500,38.5865717,-121.505511,4
11447650,38.45601954,-121.5013437,10
11448500,38.9268444,-122.8808283,4
11449010,38.94823234,-122.9019401,4
11449100,39.09544882,-122.9616644,10
11449450,38.88906624,-122.5974832,10
11449460,38.9093435,-122.6144282,10
11451000,38.9240648,-122.5658147,10
11451300,39.07544877,-122.5341477,6
11451500,39.0190618,-122.56887,6
11451720,38.94406375,-122.3446981,4
11452000,38.72879201,-122.1052505,10
11452500,38.727126,-121.8071874,7
11453200,38.7351832,-122.6488756,4
11453550,38.77156869,-122.408312,1
11453580,38.71157045,-122.2930327,1
11454000,38.51518487,-122.0819159,5
11454100,38.47768546,-122.0296919,4
11455000,38.52324013,-121.7871846,7
11455900,38.57712994,-122.578872,8
11456000,38.51129745,-122.455813,8
11458000,38.3682457,-122.3033085,8
11458100,38.33852436,-122.2694182,8
11458200,38.31769165,-122.3441427,1
11458500,38.32324705,-122.4944258,10
11459300,38.1824182,-122.6163732,6
11459500,38.10769775,-122.5799815,4
11460000,37.96242393,-122.5566443,10
11460400,38.0268673,-122.7363771,4
11460600,38.08019988,-122.7844348,4
